time,lat,lng,accuracy,altitude,speed,satellites in view,satellites in use
81,12.9429389,77.5433942,5,797,0.69,29,3
1080,12.9429389,77.5433942,5,797,0.69,29,3
2079,12.9429566,77.5433968,96,797,0.62,29,3
3082,12.9429652,77.5433791,9,797,0.76,29,8
4081,12.9429729,77.5433766,8,797,0.68,29,8
5130,12.9429783,77.5433773,6,797,0,29,9
6179,12.9429864,77.5433769,6,797,0,29,9
7179,12.9429999,77.543378,5,797,0.98,29,9
8180,12.9430115,77.5433827,5,797,1.2,29,9
9179,12.9430239,77.5433846,6,796,0.85,29,10
10179,12.94304,77.5433883,5,794,1.12,29,10
11195,12.9430554,77.5433904,4,794,0.87,29,10
12180,12.9430706,77.5433925,4,795,0.96,29,10
13180,12.9430831,77.543391,4,796,0.72,29,10
14230,12.9430965,77.543388,4,795,1.17,29,10
15231,12.9431082,77.5433863,4,795,0.53,29,10
16280,12.9431181,77.5433841,4,793,0.71,29,10
17279,12.9431304,77.5433828,4,793,1.05,29,10
18280,12.9431454,77.5433794,4,793,1.24,29,10
19331,12.9431605,77.5433762,4,792,1.08,29,10
20331,12.9431748,77.5433798,4,791,1.3,29,10
21380,12.9431876,77.5433848,4,791,0.83,29,10
22380,12.9431989,77.5433896,4,791,1,29,10
23431,12.9432066,77.5433899,4,789,0.82,29,10
24479,12.9432117,77.5433882,4,788,0.59,29,10
25480,12.9432154,77.5433847,4,786,0.57,29,10
26480,12.943219,77.5433805,4,787,0.39,29,10
27483,12.9432217,77.543377,5,788,0.3,29,10
28480,12.9432253,77.5433736,5,789,0.42,29,10
29481,12.943227,77.5433693,6,788,0,29,10
30481,12.943232,77.5433642,5,788,0,29,10
31482,12.9432372,77.5433632,5,788,0,29,10
32530,12.9432416,77.5433609,4,788,0,29,10
33530,12.9432425,77.5433574,4,787,0,29,10
34531,12.9432434,77.5433554,4,787,0,29,10
35531,12.9432451,77.5433542,4,787,0,29,10
36531,12.9432459,77.5433522,4,787,0,29,10
37579,12.9432756,77.5433789,4,786,1.66,29,10
38629,12.943283,77.5433928,4,788,1.07,29,10
39629,12.943285,77.5434081,4,789,1.72,29,10
40630,12.943285,77.5434229,4,791,1.21,29,10
41632,12.9432831,77.5434358,4,790,1.19,29,10
42680,12.9432801,77.5434488,4,791,1.09,29,10
43682,12.9432803,77.5434642,4,792,1.76,29,10
44732,12.943283,77.5434734,4,792,0.55,29,10
45730,12.9432838,77.5434761,4,791,0.18,29,10
46730,12.9432884,77.5434771,4,791,0.59,29,10
47731,12.9432987,77.5434791,4,791,1.16,29,10
48781,12.9433088,77.5434865,4,790,1.28,29,10
49831,12.943319,77.5434967,4,790,1.49,29,10
50831,12.9433253,77.5435059,4,790,0.85,29,10
51882,12.9433272,77.5435138,4,789,0.83,29,10
52886,12.9433268,77.5435247,4,789,1.24,29,10
53931,12.9433251,77.5435305,4,788,0.15,30,10
54930,12.9433231,77.5435309,4,789,0,30,10
55948,12.9433199,77.5435301,4,789,0.35,30,10
56930,12.9433158,77.5435297,4,788,0.32,30,10
57981,12.9433116,77.543529,4,787,0.35,30,10
58980,12.9433087,77.5435314,4,789,0.4,29,10
59982,12.9433092,77.5435351,4,789,0.4,30,10
61030,12.9433111,77.5435388,4,789,0.4,30,10
62031,12.9433128,77.5435397,4,788,0,30,10
63079,12.9433136,77.5435381,4,787,0.15,30,10
64082,12.9433111,77.5435346,9,786,0.29,30,10
65132,12.9433077,77.5435318,9,787,0.3,30,10
66131,12.943303,77.5435291,9,787,0.23,30,10
67131,12.9432944,77.5435213,9,788,0,30,10
68131,12.9432889,77.5435154,9,788,0,30,10
69181,12.9432857,77.5435108,9,788,0,30,10
70180,12.9432834,77.5435101,9,790,0,30,10
71181,12.9432847,77.5435128,9,790,0,30,10
72180,12.9432846,77.5435141,9,789,0,30,10
73234,12.9432849,77.543514,9,789,0,30,10
74230,12.9432854,77.5435132,9,789,0,30,10
75231,12.943285,77.5435126,9,788,0,30,10
76231,12.9432861,77.5435134,9,788,0,30,10
77230,12.9432871,77.5435151,9,788,0,30,10
78231,12.9432875,77.5435159,9,788,0,30,10
79231,12.9432876,77.5435162,9,788,0,30,10
80297,12.9432877,77.543516,9,788,0,30,10
81281,12.9432874,77.5435158,9,788,0,30,10
82329,12.9432873,77.5435156,9,788,0,30,10
83330,12.9432872,77.5435158,9,788,0,30,10
84380,12.9432872,77.5435159,9,788,0,30,10
85381,12.9432872,77.543516,9,788,0,30,10
86379,12.9432873,77.5435163,9,788,0,30,10
87381,12.9432874,77.5435164,9,788,0,30,10
88431,12.9432874,77.5435165,9,788,0,30,10
89430,12.9432873,77.5435165,9,788,0,30,10
90429,12.9432872,77.5435164,9,790,0,30,10
91433,12.9432871,77.5435163,9,789,0,30,10
92430,12.943287,77.5435163,9,789,0,30,10
93431,12.9432869,77.5435163,9,789,0,30,10
94430,12.9432869,77.5435163,9,789,0,30,10
95482,12.9432869,77.5435163,9,789,0,30,10
96499,12.9432868,77.5435163,9,789,0,30,10
97530,12.9432867,77.5435164,9,788,0,30,10
98533,12.9432867,77.5435164,9,788,0,30,10
99529,12.9432865,77.5435161,9,788,0,30,10
100530,12.9432864,77.543516,9,788,0,30,10
101579,12.9432863,77.5435159,9,788,0,30,10
102630,12.9432869,77.5435159,9,788,0,30,10
103630,12.9432874,77.5435159,9,788,0,30,10
104632,12.9432877,77.5435159,9,788,0,30,10
105682,12.9432878,77.5435159,9,788,0,30,10
106681,12.9432879,77.5435388,9,787,2.43,30,10
107729,12.9432828,77.543569,10,787,2.57,30,10
108730,12.9432773,77.5436006,10,787,3.14,30,10
109731,12.943272,77.5436401,10,788,3.94,30,10
110731,12.9432673,77.5436856,10,790,4.21,30,10
111731,12.9432614,77.5437403,10,789,4.66,30,10
112780,12.9432569,77.5437921,10,789,3.9,30,10
113781,12.9432504,77.5438378,10,792,3.9,29,10
114783,12.9432415,77.5438858,9,793,4.53,29,10
115780,12.9432334,77.5439356,10,796,4.11,29,10
116805,12.9432281,77.54398,10,795,3.86,29,10
117781,12.9432239,77.5440245,10,795,4.33,29,10
118781,12.9432203,77.5440652,10,795,3.42,29,10
119830,12.9432173,77.5441006,10,795,3.48,29,10
120832,12.9432176,77.5441326,11,796,3.16,29,10
121831,12.9432212,77.5441609,12,796,3,29,10
122880,12.9432258,77.5441982,12,796,4.09,29,10
123881,12.9432215,77.5442371,11,796,3.99,29,10
124931,12.9432158,77.5442669,11,795,2.82,29,10
125931,12.9432055,77.5442896,12,795,2.69,29,10
126979,12.9431904,77.5443114,12,796,2.86,29,10
127981,12.9431714,77.5443357,12,796,2.98,29,10
129032,12.9431454,77.5443581,12,796,3.19,29,10
130080,12.9431145,77.5443745,12,796,3.15,29,10
131080,12.943086,77.544389,13,796,3,29,10
132080,12.9430535,77.544399,14,795,3.46,29,10
133096,12.943017,77.5444149,14,795,4.04,29,10
134131,12.9429086,77.5444317,14,795,5.12,29,10
135180,12.9428169,77.5444091,14,795,6.29,29,10
136180,12.9427476,77.5445038,14,795,6.94,29,10
137197,12.9426844,77.5445282,15,795,7.16,29,10
138231,12.9426056,77.5445415,16,795,7.32,29,10
139230,12.9425492,77.5445247,16,795,7.35,29,10
140231,12.9425054,77.5445536,16,795,6.42,29,10
141281,12.9424638,77.5445524,19,795,5.76,29,10
142281,12.9424215,77.5445547,19,796,5.4,29,10
143330,12.94237,77.5446043,18,796,5.61,29,10
144394,12.9423382,77.544614,17,795,5.02,30,10
145347,12.942268,77.544591,16,795,5.01,30,10
146484,12.9422261,77.5446152,16,795,5.15,30,10
147378,12.9421743,77.5446322,16,795,5.23,30,10
148381,12.9421372,77.544612,18,795,4.87,30,10
149445,12.942091,77.5446149,18,795,5.32,30,10
150479,12.9420865,77.5447611,16,796,5.04,29,9
151480,12.9420398,77.5447427,17,796,4.91,29,9
152663,12.9419891,77.5447474,16,796,4.59,30,9
153529,12.9419321,77.5447398,14,796,5.04,30,9
154533,12.9418609,77.5447621,14,796,3.52,30,9
155580,12.9418374,77.5447783,14,796,3.09,30,9
156629,12.9418163,77.5447995,14,796,2.45,30,9
157630,12.9417998,77.5448001,14,796,2.18,30,9
158631,12.9417776,77.5448167,15,796,2.3,30,9
159679,12.9417798,77.5448242,17,796,1.73,30,9
160681,12.9417698,77.5448313,19,796,1.79,30,9
161732,12.941758,77.5448424,21,796,1.77,30,9
162731,12.941746,77.5448532,25,796,1.77,30,9
163731,12.9417336,77.544865,29,796,1.84,30,9
164745,12.9417219,77.5448776,33,796,1.85,30,9
165780,12.9416955,77.5448852,32,796,2.43,30,9
166780,12.9416739,77.5448988,39,796,2.41,30,9
167829,12.9416463,77.5449075,42,796,2.55,30,9
168832,12.9416589,77.5448954,39,796,0.22,30,9
169831,12.9416598,77.5448883,31,796,1.7,30,9
170830,12.9416554,77.5448834,33,796,1.9,30,9
171831,12.9416482,77.5448796,34,796,2,30,9
172830,12.9416264,77.5448847,37,796,3.02,30,9
173882,12.9415743,77.5449028,33,796,4.28,30,9
174880,12.9415174,77.5449257,29,797,4.48,30,9
175929,12.9414521,77.5449415,30,796,4.75,30,9
176944,12.9413946,77.5449602,28,796,4.86,30,9
177931,12.9413137,77.5450268,28,796,5.16,30,9
178981,12.9412867,77.5450318,29,796,5.1,30,9
179980,12.9412586,77.5450988,27,796,5.26,30,9
180996,12.9412143,77.5451178,25,796,5.31,30,9
181980,12.9411435,77.5451401,24,797,5.43,30,9
182980,12.9410946,77.5451314,24,796,4.7,30,9
183983,12.9411417,77.545111,21,795,3.23,30,9
184980,12.9410801,77.5451471,16,795,1.85,30,9
186031,12.940993,77.5451948,15,793,1.45,30,9
187030,12.9409952,77.5451955,14,792,0.89,30,9
188031,12.9409663,77.5452211,13,793,1.14,30,9
189030,12.9409783,77.5452306,13,793,2.45,30,9
190031,12.9409705,77.5452608,13,793,2.73,30,9
191031,12.9409239,77.5452876,13,792,2.49,30,9
192081,12.9408718,77.5452833,13,791,3.57,30,9
193132,12.940809,77.5452632,12,792,4.3,30,9
194132,12.9407488,77.5452371,12,790,4.69,30,9
195181,12.9406956,77.5452282,12,789,4.65,30,9
196181,12.9406497,77.5452232,12,787,4.33,30,9
197231,12.9406053,77.5452177,11,786,4.42,30,9
198230,12.940566,77.5452058,11,791,4.24,30,9
199279,12.9405305,77.5451902,11,790,4.17,30,9
200284,12.9404935,77.5451711,12,789,4.4,30,9
201296,12.9404531,77.5451551,12,788,4.71,30,9
202282,12.9404111,77.5451388,12,788,4.74,30,9
203282,12.9403518,77.5451313,13,788,5.02,30,9
204279,12.9403184,77.5451568,13,787,4.41,30,9
205280,12.9402304,77.5451477,14,787,5.78,30,9
206280,12.9401776,77.5451437,16,787,5.66,30,9
207281,12.9401141,77.545126,17,786,5.54,30,9
208280,12.9400434,77.5451161,18,786,5.82,30,9
209296,12.9399786,77.5451109,19,785,5.91,30,9
210331,12.9399465,77.5451055,20,786,6.2,30,9
211331,12.9398803,77.5450772,21,786,6.58,30,9
212330,12.9397489,77.5450912,22,787,7.46,30,9
213331,12.9396124,77.5450863,24,788,8.5,30,9
214332,12.9394097,77.5450226,27,789,10.05,30,9
215331,12.9393761,77.545035,22,789,8.2,30,9
216381,12.9393361,77.5450098,19,789,7.73,30,9
217383,12.9392398,77.5450694,19,789,7.5,30,9
218381,12.9391757,77.5450578,18,789,6.84,30,9
219380,12.9391627,77.5450289,18,789,6.64,30,9
220430,12.9390999,77.54501,18,789,6.71,30,9
221432,12.9390522,77.5449631,17,789,6.59,30,9
222431,12.9390312,77.544999,17,788,5.79,30,9
223430,12.9390103,77.5449978,16,789,4.17,30,9
224484,12.938962,77.5450321,16,791,3.27,30,9
225495,12.9389818,77.5450916,16,793,1.75,30,9
226481,12.938945,77.5450641,16,795,1.56,30,9
227531,12.9388777,77.5450343,17,796,1.61,30,9
228533,12.9388796,77.5450617,17,796,1.4,30,9
229530,12.9388718,77.5451092,17,795,2.29,30,9
230530,12.9387957,77.545188,18,791,2.97,30,9
231536,12.9387338,77.5452337,20,790,2.98,29,9
232532,12.9387338,77.5452337,20,790,2.98,29,9
233582,12.9387169,77.5453009,17,791,4.3,30,9
234583,12.938704,77.5453439,17,791,4.41,30,9
235633,12.9386922,77.5453817,17,791,4.14,30,9
236648,12.9386814,77.5454136,17,791,3.44,30,9
237647,12.938672,77.5454493,16,790,3.96,30,9
238629,12.9386691,77.5454837,16,791,3.03,30,9
239631,12.9386691,77.5454837,16,791,3.03,30,9
240632,12.9386823,77.545543,15,791,2.86,30,9
241640,12.9386957,77.545585,16,789,2.98,30,9
242631,12.9387094,77.5456376,16,788,3.69,30,9
243634,12.9387094,77.5456376,20,0,0,30,9
244683,12.938721,77.5457312,15,788,4.08,30,9
245758,12.9387262,77.5457797,15,788,3.66,30,9
246735,12.9387338,77.5458297,15,786,3.71,30,9
247781,12.9387409,77.5458865,14,786,4.91,30,9
248780,12.9387458,77.5459445,15,785,4.77,30,9
249813,12.9387455,77.5460007,18,785,4.77,30,9
250835,12.9387544,77.5461101,19,786,5.14,30,9
251832,12.9387835,77.546183,19,787,5.45,30,9
252885,12.9387835,77.5462271,18,787,5.87,30,9
253882,12.9387853,77.5462791,19,786,5.67,30,9
254881,12.9388003,77.5463445,20,786,5.71,30,9
255932,12.9387947,77.5464263,19,785,5.53,30,9
256987,12.9388019,77.546471,17,786,5.27,30,9
257999,12.938801,77.5465128,16,786,5.01,30,9
259033,12.938809,77.5465486,16,786,5.22,30,9
260085,12.938799,77.5466023,16,787,5.41,30,9
261132,12.938795,77.5466538,17,787,5.13,30,9
262165,12.938802,77.5467084,18,786,4.86,30,9
263139,12.938787,77.5467628,19,0,0,30,9
264183,12.9387887,77.5468097,16,786,4.99,30,9
265233,12.9388028,77.5468726,16,787,5.32,30,7
266264,12.9387821,77.5469222,16,786,5.31,30,7
267285,12.9387859,77.5469711,18,786,5.31,30,7
268335,12.9387925,77.5470156,20,786,5.23,30,7
269336,12.9387601,77.5471086,21,787,5.79,30,7
270356,12.938757,77.5471544,21,787,5.53,30,7
271382,12.9387648,77.547225,23,787,5.92,30,7
272388,12.9387246,77.5472064,20,788,4.56,30,7
273386,12.9387126,77.5472388,18,788,4.5,30,7
274412,12.9387255,77.5472625,16,793,4.14,30,7
275382,12.938748,77.5473513,16,792,4.52,30,7
276383,12.9388031,77.5474466,14,792,5.69,30,7
277383,12.9388217,77.5475616,14,791,5.8,30,7
278464,12.9388008,77.5476094,15,792,5.89,30,7
279435,12.9387924,77.5476753,15,792,6.53,30,8
280484,12.9387958,77.5477356,14,792,6.48,30,8
281482,12.9388004,77.5478278,14,792,7.31,30,8
282507,12.938797,77.5479004,14,792,7.34,30,8
283485,12.9387983,77.5479537,13,792,7.11,30,10
284485,12.9387844,77.5480332,14,791,7.36,30,10
285537,12.93877,77.5481168,14,791,7.78,30,10
286558,12.9387303,77.548212,13,791,8.28,30,10
287532,12.9387267,77.5482878,13,791,8.37,30,10
288533,12.9387467,77.5483885,12,791,8.35,30,10
289531,12.9387403,77.5484709,12,791,8.38,30,10
290583,12.9387328,77.5485305,11,791,7.92,30,10
291581,12.9387913,77.5485939,11,798,6.78,30,10
292633,12.9387913,77.5485939,11,798,6.78,30,10
293630,12.9387743,77.548774,11,800,5.77,30,10
294632,12.9387805,77.5488053,11,801,5.14,30,10
295632,12.9387758,77.5488336,11,801,4,30,10
296633,12.9387674,77.5488554,11,801,2.19,30,10
297629,12.9387576,77.5489025,11,799,3.25,30,10
298679,12.9387236,77.5489657,11,798,4.17,30,10
299633,12.9387041,77.5490044,11,798,3.68,30,10
300680,12.9386657,77.5490345,11,798,4.26,30,10
301682,12.9386128,77.5490542,12,799,5.31,30,10
302701,12.9385742,77.5491144,12,799,6.43,29,10
303681,12.9385186,77.5491584,11,797,6.39,30,10
304730,12.9384783,77.5492016,11,796,6.08,30,10
305733,12.9384347,77.5492441,11,795,5.59,30,10
306751,12.938408,77.5492791,10,797,5.1,30,10
307781,12.9383724,77.5492983,10,796,4.91,30,10
308783,12.9383389,77.5493365,10,799,5.27,30,10
309782,12.9382972,77.5493874,10,797,5.64,30,10
310804,12.9382514,77.5494206,10,797,5.78,30,10
311783,12.9382282,77.5494441,10,798,5.12,30,10
312831,12.9382052,77.5494732,10,799,4.9,30,10
313830,12.9381715,77.5494982,10,799,4.52,30,10
314859,12.9381375,77.5495407,11,799,4.85,30,10
315887,12.9381061,77.5495684,11,798,3.78,30,10
316930,12.9380717,77.549582,11,797,4,30,10
317935,12.9380481,77.5495873,11,799,3.29,30,10
318986,12.9380309,77.5496165,11,798,3.46,30,10
319982,12.9380006,77.5496546,11,797,3.72,30,10
321030,12.9379627,77.5496964,12,797,4.25,30,10
322029,12.9379541,77.5496732,11,798,2.92,30,10
323105,12.9379278,77.5496725,11,799,3.21,30,10
324081,12.9378952,77.5496593,10,800,3.49,30,10
325079,12.9378646,77.5496427,10,797,3.82,30,10
326087,12.9378333,77.5496179,10,798,4.52,30,10
327105,12.9378008,77.5495837,10,799,4.73,30,10
328081,12.9377706,77.549548,11,797,4.77,30,10
329132,12.9377291,77.5494644,10,798,6.25,30,10
330133,12.9376925,77.5494115,11,799,6.36,30,10
331183,12.9376584,77.5493755,11,799,5.67,30,10
332232,12.937625,77.5493423,11,799,5.36,30,10
333236,12.9375774,77.5493089,11,799,5.99,30,10
334237,12.9375431,77.5492705,11,799,5.67,30,10
335301,12.9375082,77.5492526,11,796,5.72,30,10
336284,12.9374511,77.5492256,11,798,5.37,30,10
337283,12.9374017,77.5491775,11,798,5.87,30,10
338283,12.9373645,77.5491323,10,797,6.67,30,10
339318,12.9373117,77.549067,10,795,6.83,30,10
340284,12.9372479,77.5490182,10,793,7.43,30,10
341335,12.9371928,77.5489616,10,792,7.92,30,10
342336,12.9371393,77.5489038,10,793,8.01,30,10
343364,12.937073,77.5488593,10,791,7.95,30,10
344382,12.9370045,77.5488329,11,790,7.64,30,10
345386,12.9369554,77.5488036,10,789,6.62,30,10
346432,12.9369199,77.5487717,10,789,5.74,30,10
347467,12.9368763,77.5487296,10,790,5.61,30,10
348433,12.9368417,77.5486902,11,790,5,30,10
349483,12.9368006,77.5486869,11,794,4.29,30,10
350487,12.936809,77.5486834,11,793,2.76,30,10
351564,12.936776,77.5486857,12,793,2.86,30,10
352535,12.9367466,77.5486485,13,792,3.01,30,10
353531,12.9367348,77.5486413,12,792,2.6,30,10
354580,12.9366657,77.5485553,11,792,4.27,30,10
355604,12.9366657,77.5485553,11,792,4.27,30,10
356581,12.9366488,77.5485098,11,792,4.94,30,10
357580,12.9365723,77.5484295,10,794,6.27,30,10
358581,12.9365723,77.5484295,10,794,6.27,30,10
359655,12.9364652,77.5483422,10,795,7.19,30,10
360631,12.93643,77.548289,11,796,7.31,30,10
361630,12.9363712,77.5482295,11,797,8.33,30,10
362631,12.936313,77.5481803,11,796,8.29,30,10
363703,12.9362538,77.5481284,11,796,8.46,30,10
364681,12.9362538,77.5481284,11,796,8.46,30,10
365682,12.936116,77.5479711,11,796,10.89,30,10
366730,12.9360526,77.5478874,10,797,11.34,30,10
367759,12.9359663,77.5478064,10,796,11.54,30,10
368782,12.9358797,77.5477442,10,794,11.77,30,10
369781,12.9357847,77.5476664,10,795,12.06,30,10
370781,12.9356734,77.5475781,10,795,13.22,30,10
371807,12.9355642,77.5474948,10,794,13.63,30,10
372783,12.9354623,77.5474259,10,796,13.48,30,10
373785,12.9353579,77.5473396,10,794,13.81,30,10
374856,12.9352611,77.5472453,10,794,13.61,30,10
375867,12.9351859,77.5471677,10,795,13.01,30,10
376830,12.9350973,77.5470789,10,794,12.44,30,10
377834,12.9350298,77.5470049,10,795,12.1,29,10
378885,12.9349521,77.5469383,10,795,11.85,29,10
379886,12.9348739,77.5468688,11,796,11.65,30,10
380883,12.9348023,77.5468141,12,795,11.09,30,10
381932,12.9347704,77.5468154,12,796,8.03,30,10
382931,12.934692,77.5468075,12,796,7.99,30,9
383969,12.9346985,77.5467957,11,796,5.9,30,9
384934,12.934633,77.5467972,10,794,6.16,30,9
385983,12.9345869,77.5467553,10,795,6.7,30,9
386995,12.9345057,77.546759,10,790,7.15,30,9
387985,12.9344473,77.5467165,10,790,7.76,30,10
388983,12.9343988,77.5466732,10,788,8.25,30,10
389985,12.934334,77.5466363,10,789,8.46,30,10
390984,12.9342628,77.5465709,10,789,8.89,30,10
392061,12.9342024,77.5465147,10,789,8.89,30,10
393034,12.9341395,77.546454,10,788,9.25,30,10
394083,12.9340734,77.5463924,10,787,9.44,30,10
395082,12.9340144,77.5463309,10,787,9.49,30,10
396120,12.9339543,77.5462666,11,786,9.43,30,10
397084,12.9338908,77.5462162,11,792,9.24,30,10
398081,12.9338329,77.5461671,10,791,9.71,30,10
399085,12.9337503,77.5461049,10,786,9.9,30,10
400135,12.9336848,77.5460434,10,786,9.38,30,13
401135,12.933623,77.5459876,10,786,9.27,30,13
402184,12.9335175,77.5459226,11,784,9.65,30,13
403234,12.9334466,77.5458796,11,785,9.08,30,13
404263,12.9333763,77.5458398,12,785,8.8,30,13
405282,12.9332992,77.5457976,12,787,8.13,30,13
406283,12.9332478,77.5457587,13,787,7.9,30,13
407284,12.9332289,77.5456976,12,786,7.56,30,13
408317,12.9331666,77.5456452,13,786,7.94,30,13
409333,12.9331112,77.5455872,12,785,8.47,30,13
410335,12.9330661,77.5455222,11,786,8.26,30,13
411407,12.932997,77.5455063,10,786,6.84,30,13
412416,12.9329638,77.5454809,10,786,5.15,30,13
413436,12.9329594,77.5454721,10,786,2.84,30,13
414434,12.9329526,77.5454682,10,787,1.8,30,13
415484,12.9329457,77.5454532,10,788,1.93,30,13
416504,12.9329149,77.5454445,10,789,3.06,30,13
417536,12.9328945,77.5454085,9,787,4.35,30,13
418533,12.9328588,77.5453724,9,787,5.26,30,13
419534,12.9328199,77.5453446,9,787,5.55,30,13
420612,12.9327751,77.5453073,9,786,5.81,30,13
421597,12.932736,77.5452686,9,786,6.28,30,13
422588,12.9326964,77.545231,9,786,6.32,30,13
423585,12.9326572,77.545196,10,786,6.16,30,13
424619,12.9326172,77.5451792,9,785,5.74,30,13
425634,12.9325747,77.5451476,9,785,5.49,30,13
426682,12.9324924,77.5450866,9,786,4.86,30,13
427681,12.9324687,77.545063,9,789,5.03,30,13
428702,12.9324687,77.545063,9,789,5.03,30,13
429682,12.9323799,77.5450037,10,788,5.84,30,13
430731,12.9323453,77.5449669,10,788,6.27,30,13
431731,12.9323014,77.5449401,10,788,5.79,30,13
432817,12.9322695,77.5449037,10,787,6.03,30,13
433781,12.9322236,77.5448691,9,786,5.62,30,13
434781,12.9321865,77.5448306,10,786,5.94,30,13
435784,12.9321524,77.5447857,9,786,6.4,30,13
436801,12.9321122,77.5447446,9,787,6.5,30,13
437781,12.9320677,77.5447061,10,786,6.17,30,13
438782,12.9320178,77.5446764,10,786,5.56,30,13
439782,12.9319879,77.5446596,11,787,4.15,30,13
440852,12.9319786,77.5446364,11,786,2.8,30,13
441830,12.9319532,77.5446355,11,786,2.34,30,13
442835,12.9319312,77.5446159,10,786,2.23,30,13
443832,12.9319092,77.5446042,10,785,2.36,30,13
444899,12.9318957,77.544587,10,784,2.42,30,13
445883,12.9318676,77.5445827,10,784,2.51,30,13
446881,12.931828,77.5445989,11,786,2.61,30,13
447881,12.9318039,77.5445929,12,786,2.63,30,13
448918,12.9317842,77.5446096,11,785,2.62,30,13
449930,12.9317647,77.5446102,11,785,2.63,30,13
450933,12.9317467,77.5446328,11,786,3.48,30,13
451930,12.931726,77.5446721,11,785,4.62,30,13
452951,12.9317057,77.5447168,11,785,4.72,30,13
453932,12.9316617,77.5448022,11,785,5.88,30,13
454935,12.9316379,77.5448447,11,785,5.46,30,13
455933,12.9316277,77.5448845,12,784,4.97,30,13
457021,12.9316016,77.54491,11,787,5.02,30,13
457982,12.931578,77.5449511,11,787,5.24,29,13
459030,12.9315628,77.5450008,12,786,5.19,29,13
460033,12.9315484,77.5450443,13,786,5.18,30,13
461118,12.9315416,77.5450534,13,785,3.47,30,13
462084,12.9315164,77.545085,13,785,3.59,30,13
463082,12.9315232,77.5451539,12,785,3.42,30,13
464083,12.9315185,77.5451781,11,785,3.02,30,13
465123,12.9315081,77.5451877,12,785,1.91,30,10
466084,12.9314892,77.5452133,12,785,2.71,30,10
467084,12.9314875,77.5452349,12,784,2.54,30,10
468133,12.9314757,77.5452557,11,784,3.04,30,10
469170,12.9314708,77.5452836,11,785,3.04,30,10
470135,12.9314667,77.5452968,12,785,2.41,30,10
471135,12.9314544,77.5453311,12,784,3.23,30,10
472185,12.9314415,77.5453601,12,785,2.9,30,10
473221,12.9314241,77.5453889,12,785,3.43,30,10
474184,12.9314052,77.5454238,13,785,4.04,29,10
475185,12.931379,77.5454665,13,785,4.89,30,10
476236,12.9313214,77.5455477,13,784,5.19,30,10
477269,12.9313365,77.5456282,13,786,6.05,30,10
478236,12.9313181,77.5456857,13,786,6.21,30,10
479233,12.9313021,77.5457331,14,789,6.2,30,10
480233,12.9312876,77.5457885,17,789,6.08,30,10
481319,12.9312834,77.5458344,21,788,5.9,30,10
482283,12.9312596,77.545889,22,788,5.87,30,10
483284,12.9313183,77.5460031,24,789,6.79,30,10
484286,12.9312641,77.5460878,25,789,7.22,30,10
485373,12.9312317,77.5461532,28,788,7.27,30,10
486333,12.9311942,77.5461188,21,788,5.86,30,10
487384,12.9312236,77.5461995,20,789,6.02,30,10
488430,12.9311447,77.5462053,16,789,4.11,30,10
489458,12.9311325,77.5462512,14,788,4.24,30,10
490433,12.9311023,77.5462914,14,788,4.3,30,10
491435,12.9310855,77.5463289,13,787,3.41,30,10
492483,12.9310445,77.5463596,13,787,3.76,30,10
493524,12.9310133,77.5463907,13,788,3.64,30,9
494486,12.9309711,77.5464152,13,789,3.86,30,9
495485,12.9309626,77.5464646,13,790,3.96,30,9
496485,12.9309408,77.5464778,12,791,3.74,30,9
497519,12.9309554,77.5465105,11,790,3.68,30,9
498482,12.9309445,77.5465389,11,789,4.03,30,9
499483,12.9309279,77.5465674,10,795,3.54,30,10
500484,12.9309121,77.5465937,10,794,3.43,30,10
501519,12.930904,77.5466151,10,792,2.75,30,10
502486,12.9308933,77.5466362,11,792,3.07,30,10
503484,12.930879,77.5466634,11,791,3.17,30,10
504486,12.9308635,77.5466947,11,792,4.25,30,10
505571,12.9308481,77.5467317,12,792,4.11,30,10
506583,12.930834,77.5467718,12,791,4.7,30,10
507603,12.9308082,77.5468515,12,790,5.77,30,10
508631,12.9307609,77.5469485,12,797,4.63,30,10
509681,12.9307217,77.5469866,12,797,4.35,30,10
510681,12.9307016,77.5470112,12,797,3.99,30,10
511681,12.9306815,77.5470416,12,796,4.05,30,10
512685,12.9306815,77.5470416,12,796,4.05,30,10
513718,12.9306815,77.5470416,12,796,4.05,30,10
514734,12.9306815,77.5470416,12,796,4.05,30,10
515783,12.9306815,77.5470416,12,796,4.05,30,10
516782,12.9306815,77.5470416,12,796,4.05,30,10
517816,12.9306815,77.5470416,12,796,4.05,30,10
518834,12.9306815,77.5470416,12,796,4.05,30,10
519884,12.9306815,77.5470416,12,796,4.05,30,10
520933,12.9306815,77.5470416,12,796,4.05,30,10
522019,12.9306815,77.5470416,12,796,4.05,30,10
522983,12.9306815,77.5470416,12,796,4.05,30,10
523983,12.9306815,77.5470416,12,796,4.05,30,10
524981,12.9306815,77.5470416,12,796,4.05,30,10
526020,12.9306815,77.5470416,12,796,4.05,30,10
527033,12.9306815,77.5470416,12,796,4.05,30,10
528081,12.9306815,77.5470416,12,796,4.05,30,10
529134,12.9306815,77.5470416,209,0,0,30,10
530172,12.9306815,77.5470416,209,0,0,30,10
531136,12.9306815,77.5470416,209,0,0,30,10
532137,12.9306815,77.5470416,209,0,0,30,10
533136,12.9306815,77.5470416,209,0,0,30,10
