ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LIGHT,SOUND,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
5.5857,3.2813,7.4603,175,39.827,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,27,2018-07-23 23:06:49:985
5.1404,2.4756,7.7213,167,40.122,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,527,2018-07-23 23:06:50:485
3.8726,1.1744,9.3637,151,37.97,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,1027,2018-07-23 23:06:50:985
3.2513,-0.1233,9.4834,142,37.271,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,1528,2018-07-23 23:06:51:486
2.7485,-0.7326,9.4164,145,31.301,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,2027,2018-07-23 23:06:51:985
3.65,-0.6788,8.8418,155,44.284,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,2526,2018-07-23 23:06:52:484
3.7397,0.4381,9.2428,162,46.841,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,3027,2018-07-23 23:06:52:985
3.2465,-0.6955,9.1602,131,42.744,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,3527,2018-07-23 23:06:53:485
3.6212,-0.9373,8.7329,118,37.016,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,4027,2018-07-23 23:06:53:985
3.6069,-0.152,9.4439,126,26.532,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,4526,2018-07-23 23:06:54:484
3.5207,-0.1544,9.5026,126,27.474,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,5027,2018-07-23 23:06:54:985
3.5422,0.6524,9.25,142,25.369,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,5527,2018-07-23 23:06:55:485
3.5159,1.1911,9.0537,233,25.777,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,6026,2018-07-23 23:06:55:984
3.9851,1.1684,8.752,254,46.206,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,6527,2018-07-23 23:06:56:485
4.1216,1.3252,8.8346,252,47.333,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,7027,2018-07-23 23:06:56:985
3.9959,1.1744,9.3805,142,43.735,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,7527,2018-07-23 23:06:57:485
3.9061,1.397,8.7664,145,36.997,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,8026,2018-07-23 23:06:57:984
3.8403,1.9776,8.831,149,26.406,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,8526,2018-07-23 23:06:58:484
3.8942,1.5622,8.9902,145,26.196,42.520325,-83.523384,0,955.5670484,0,84.69678,0,0 / 25,9026,2018-07-23 23:06:58:984
4.3766,1.2809,8.8226,144,26.492,42.520256,-83.523315,787.1,955.5670484,0,48.935486,,0 / 25,9527,2018-07-23 23:06:59:485
4.1911,0.6273,8.3665,136,26.841,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,0 / 25,10027,2018-07-23 23:06:59:985
4.3563,1.0223,8.7113,133,26.136,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,0 / 25,10526,2018-07-23 23:07:00:484
4.4819,1.1468,8.7113,138,25.825,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,0 / 25,11027,2018-07-23 23:07:00:985
4.5298,1.1648,8.7855,140,25.608,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 22,11526,2018-07-23 23:07:01:484
4.4963,1.3874,8.6371,140,25.995,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 22,12027,2018-07-23 23:07:01:985
4.4951,1.3982,8.7436,144,53.751,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,12526,2018-07-23 23:07:02:484
4.4389,1.421,8.655,145,50.202,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,13027,2018-07-23 23:07:02:985
4.3239,1.5036,8.8047,145,42.576,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,13527,2018-07-23 23:07:03:485
4.2162,1.5263,8.5557,153,48.736,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,14026,2018-07-23 23:07:03:984
3.9289,1.6089,8.667,151,45.75,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,14527,2018-07-23 23:07:04:485
3.6368,1.2486,8.9627,151,41.615,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,15027,2018-07-23 23:07:04:985
1.8268,-0.1832,9.4104,195,36.051,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,15526,2018-07-23 23:07:05:484
2.1093,0.0395,10.161,237,26.573,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,16027,2018-07-23 23:07:05:985
3.3124,0.4118,9.0094,270,26.496,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,16527,2018-07-23 23:07:06:485
2.5965,2.1943,8.5329,348,40.396,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,17026,2018-07-23 23:07:06:984
1.1612,-0.4417,10.1586,501,25.678,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,17527,2018-07-23 23:07:07:485
2.6803,0.2789,9.59,457,26.621,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,18027,2018-07-23 23:07:07:985
2.2075,-1.3096,7.8817,120,28.069,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,18527,2018-07-23 23:07:08:485
0.929,-0.249,8.8095,164,28.084,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,13 / 23,19026,2018-07-23 23:07:08:984
1.0355,-0.6069,9.5062,135,55.195,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,21-Nov,19527,2018-07-23 23:07:09:485
0.8799,-0.2286,9.9156,111,47.96,42.520256,-83.523315,787.1,953.3401064,0,48.935486,,21-Nov,20026,2018-07-23 23:07:09:984
0.1808,1.6197,8.4515,113,41.076,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,20527,2018-07-23 23:07:10:485
1.7538,0.516,10.3441,145,39.675,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,21027,2018-07-23 23:07:10:985
-0.164,0.6883,10.8314,149,40.343,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,21526,2018-07-23 23:07:11:484
2.0877,0.079,9.511,147,48.158,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,22027,2018-07-23 23:07:11:985
1.9118,0.6776,10.228,135,50.061,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,22526,2018-07-23 23:07:12:484
1.8064,1.8878,9.0393,145,47.16,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,23028,2018-07-23 23:07:12:986
3.5135,1.4293,9.2093,186,30.256,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,23527,2018-07-23 23:07:13:485
4.1599,1.7047,9.0261,283,27.7,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,24027,2018-07-23 23:07:13:985
2.1201,1.1995,8.9184,457,33.264,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,24527,2018-07-23 23:07:14:485
1.0762,1.069,10.5153,386,29.033,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,25027,2018-07-23 23:07:14:985
2.7545,0.504,9.3673,171,41.518,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,25526,2018-07-23 23:07:15:484
1.5598,0.6273,8.8765,149,26.96,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,26027,2018-07-23 23:07:15:985
1.6783,1.7933,9.5062,138,27.864,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,26526,2018-07-23 23:07:16:484
1.8304,1.4365,9.3793,140,27.789,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,21-Nov,27027,2018-07-23 23:07:16:985
2.15,1.3874,9.3386,142,27.141,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,13 / 22,27526,2018-07-23 23:07:17:484
2.2877,0.9912,9.6618,230,25.269,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,13 / 22,28027,2018-07-23 23:07:17:985
1.9142,1.9656,8.9064,228,25.812,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,13 / 22,28527,2018-07-23 23:07:18:485
2.2182,1.093,9.8533,230,26.027,42.520336,-83.52345,861.29,953.3401064,2.34,29.361288,153.9,13 / 22,29027,2018-07-23 23:07:18:985
2.0734,1.1145,9.6187,226,25.905,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,29526,2018-07-23 23:07:19:484
1.9465,1.3587,9.5996,226,25.419,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,30026,2018-07-23 23:07:19:984
2.7138,1.6735,8.7556,226,25.741,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,30527,2018-07-23 23:07:20:485
2.8287,1.0475,9.5014,230,31.808,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,31026,2018-07-23 23:07:20:984
2.6887,1.0523,9.3793,228,46.946,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,31526,2018-07-23 23:07:21:484
2.5881,1.2665,9.2668,230,45.063,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,32026,2018-07-23 23:07:21:984
2.6995,1.0092,9.2488,232,46.285,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,32526,2018-07-23 23:07:22:484
2.9161,1.0858,9.396,230,49.92,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,33026,2018-07-23 23:07:22:984
3.0789,1.2246,9.3996,232,51.564,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,33527,2018-07-23 23:07:23:485
3.3363,1.1325,8.3222,235,47.418,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,34027,2018-07-23 23:07:23:985
3.0526,1.2258,9.1554,230,48.268,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,34527,2018-07-23 23:07:24:485
3.1627,1.1791,9.1698,230,48.279,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,35026,2018-07-23 23:07:24:984
3.0287,1.1791,9.2416,226,27.82,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,35527,2018-07-23 23:07:25:485
2.8563,1.1133,9.5313,226,30.705,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,36028,2018-07-23 23:07:25:986
2.9772,1.0989,9.3027,224,29.845,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,36526,2018-07-23 23:07:26:484
2.5762,1.2737,9.4068,226,28.352,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,37027,2018-07-23 23:07:26:985
2.6863,1.172,9.4152,228,43.028,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,37527,2018-07-23 23:07:27:485
2.8287,1.0678,9.3111,230,49.199,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,38026,2018-07-23 23:07:27:984
2.9676,1.0762,9.3134,230,47.657,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,38526,2018-07-23 23:07:28:484
2.982,1.166,9.3685,228,43.566,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,39027,2018-07-23 23:07:28:985
3.043,1.245,9.3003,224,50.395,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,39526,2018-07-23 23:07:29:484
3.1005,1.2055,9.329,226,46.842,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,40026,2018-07-23 23:07:29:984
2.0734,0.4896,11.3545,232,45.632,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,40527,2018-07-23 23:07:30:485
4.8542,3.3255,8.4479,232,46.923,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,41027,2018-07-23 23:07:30:985
5.7772,1.883,9.912,176,45.512,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,41527,2018-07-23 23:07:31:485
9.0884,0.0084,1.2234,56,54.296,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,42028,2018-07-23 23:07:31:986
7.6543,-6.5577,1.5263,42,53.053,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,42528,2018-07-23 23:07:32:486
6.6942,-7.3095,0.4369,35,40.659,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,14 / 21,43028,2018-07-23 23:07:32:986
6.0837,-7.4172,0.103,18,44.879,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,43528,2018-07-23 23:07:33:486
6.1016,-7.6076,0.316,18,33.861,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,44028,2018-07-23 23:07:33:986
6.1256,-7.5645,0.5171,18,35.361,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,44527,2018-07-23 23:07:34:485
6.0621,-7.5717,0.5231,18,31.986,42.52035,-83.52358,925.81,953.3401064,0.76,44.041935,350.5,13 / 22,45028,2018-07-23 23:07:34:986
6.1076,-7.5669,0.5854,18,27.817,42.520466,-83.52348,780.65,953.3401064,1.04,44.041935,350,13 / 22,45527,2018-07-23 23:07:35:485
6.1256,-7.5621,0.5854,18,27.7,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,46027,2018-07-23 23:07:35:985
6.1711,-7.4939,0.5231,18,48.393,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,46528,2018-07-23 23:07:36:486
6.2106,-7.4555,0.5052,18,45.384,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,47027,2018-07-23 23:07:36:985
6.1962,-7.4555,0.5375,18,52.662,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,47527,2018-07-23 23:07:37:485
6.2441,-7.4651,0.4465,18,47.058,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,48027,2018-07-23 23:07:37:985
6.1603,-7.2963,0.3029,18,30.231,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,48528,2018-07-23 23:07:38:486
6.0274,-8.181,2.2721,13,47.174,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,49026,2018-07-23 23:07:38:984
6.5841,-6.7708,1.245,28,51.973,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,49527,2018-07-23 23:07:39:485
7.0342,-6.0609,2.0016,28,45.694,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,50028,2018-07-23 23:07:39:986
6.7253,-6.954,-0.6213,31,40.774,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,50527,2018-07-23 23:07:40:485
9.8282,-8.5329,-0.4992,24,44.018,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,51027,2018-07-23 23:07:40:985
8.1247,-5.6204,-0.3567,35,35.296,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,51527,2018-07-23 23:07:41:485
7.8793,-6.6379,-0.1437,18,45.288,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,13 / 22,52027,2018-07-23 23:07:41:985
7.7417,-8.2732,0.1161,82,37.746,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,21-Nov,52528,2018-07-23 23:07:42:486
9.7612,-3.1196,-0.6129,136,47.143,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,21-Nov,53027,2018-07-23 23:07:42:985
8.8358,-4.7692,0.2909,109,39.739,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,22-Nov,53528,2018-07-23 23:07:43:486
9.8258,-2.1859,-1.7609,122,33.086,42.520466,-83.52348,780.65,959.2198463,1.04,44.041935,350,22-Nov,54028,2018-07-23 23:07:43:986
9.3122,-2.9125,-0.7937,82,38.296,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,54527,2018-07-23 23:07:44:485
7.9476,-6.3015,-0.2167,31,36.54,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,55027,2018-07-23 23:07:44:985
7.4735,-6.9228,0.6608,24,38.166,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,55527,2018-07-23 23:07:45:485
7.4783,-6.1435,0.7446,24,32.112,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,56029,2018-07-23 23:07:45:987
7.2125,-6.1651,0.7494,28,33.352,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,56528,2018-07-23 23:07:46:486
7.592,-6.2908,0.6776,26,38.835,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,57028,2018-07-23 23:07:46:986
7.8949,-5.5809,-0.1556,28,35.983,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,57526,2018-07-23 23:07:47:484
7.8422,-5.527,0.0168,30,37.086,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,58027,2018-07-23 23:07:47:985
8.017,-5.8933,-0.2239,30,44.403,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,58528,2018-07-23 23:07:48:486
8.7771,-4.7297,1.2773,40,37.151,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,59028,2018-07-23 23:07:48:986
8.7819,-6.0059,5.9197,66,42.252,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,59527,2018-07-23 23:07:49:485
8.8681,-2.812,2.9018,70,42.563,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,22-Nov,60028,2018-07-23 23:07:49:986
9.5672,-2.1177,6.4655,122,34.621,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 21,60527,2018-07-23 23:07:50:485
1.0044,0.9828,10.0856,135,32.773,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 21,61028,2018-07-23 23:07:50:986
-0.4525,0.1891,9.4894,127,35.178,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,61528,2018-07-23 23:07:51:486
-1.719,0.7338,9.7109,135,42.359,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,62028,2018-07-23 23:07:51:986
-2.1033,-0.577,10.2963,164,37.953,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,62527,2018-07-23 23:07:52:485
-2.9401,-0.8236,9.2536,178,38.752,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,63028,2018-07-23 23:07:52:986
-3.0275,-1.4605,9.7432,189,41.716,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,63527,2018-07-23 23:07:53:485
-2.4684,-1.5814,10.3597,193,49.794,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,64027,2018-07-23 23:07:53:985
-2.0135,-2.229,9.2165,217,41.513,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,64527,2018-07-23 23:07:54:485
-2.6839,-2.1668,8.9555,215,27.621,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,65027,2018-07-23 23:07:54:985
-2.2865,-2.0698,9.3146,211,39.262,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,65528,2018-07-23 23:07:55:486
-2.1057,-2.2158,9.4296,209,31.762,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,66027,2018-07-23 23:07:55:985
-2.7569,-1.7095,9.08,200,27.784,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,66528,2018-07-23 23:07:56:486
-2.7569,-1.9178,9.5086,200,27.112,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,67027,2018-07-23 23:07:56:985
-2.6324,-1.4329,9.7348,200,26.897,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,67526,2018-07-23 23:07:57:484
-2.5402,-1.8543,9.2751,198,35.304,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,13 / 22,68028,2018-07-23 23:07:57:986
-2.6205,-2.0686,9.2464,200,42.307,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,17 / 22,68527,2018-07-23 23:07:58:485
-2.4241,-1.8926,9.1147,204,47.603,42.52038,-83.52346,900,959.2198463,0.61,29.361288,202.7,17 / 22,69027,2018-07-23 23:07:58:985
-2.4169,-2.1428,9.578,208,45.637,42.5203,-83.52332,887.1,959.2198463,3.71,39.148384,156.6,17 / 22,69527,2018-07-23 23:07:59:485
-2.3463,-2.32,9.4116,215,35.453,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,70027,2018-07-23 23:07:59:985
-2.1656,-2.4134,9.3494,213,26.833,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,70527,2018-07-23 23:08:00:485
-2.2936,-2.2434,9.7049,215,40.518,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,71026,2018-07-23 23:08:00:984
-2.1225,-2.3954,9.408,211,32.477,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,71529,2018-07-23 23:08:01:487
-2.1656,-2.2051,9.4918,211,33.19,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,72027,2018-07-23 23:08:01:985
-2.0039,-2.302,9.1686,211,36.202,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,72528,2018-07-23 23:08:02:486
-2.1907,-2.1871,9.2751,219,37.924,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,73027,2018-07-23 23:08:02:985
-2.223,-2.2984,9.3134,220,36.352,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,73527,2018-07-23 23:08:03:485
-2.0734,-2.3523,9.1937,220,31.783,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,74027,2018-07-23 23:08:03:985
-2.1177,-2.3439,9.3781,219,32.1,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,74528,2018-07-23 23:08:04:486
-3.0706,-2.6635,9.1925,244,30.939,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,75026,2018-07-23 23:08:04:984
-2.6995,-3.8271,9.098,250,50.605,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,75529,2018-07-23 23:08:05:487
-1.6783,-3.486,9.9084,248,51.427,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,17 / 22,76027,2018-07-23 23:08:05:985
-2.0446,-2.6899,9.1734,259,44.463,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,76528,2018-07-23 23:08:06:486
-2.4624,-3.316,8.1906,289,35.201,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,77029,2018-07-23 23:08:06:987
-2.4098,-2.7234,9.0477,326,34.712,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,77527,2018-07-23 23:08:07:485
-2.1895,-3.5506,7.6327,363,44.8,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,78029,2018-07-23 23:08:07:987
-1.3551,-2.2817,10.7524,390,30.497,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,78527,2018-07-23 23:08:08:485
-2.6013,-4.1803,8.3462,358,55.719,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,79026,2018-07-23 23:08:08:984
-3.7553,-4.5681,8.3797,330,52.796,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,79527,2018-07-23 23:08:09:485
-4.5191,-2.824,9.8031,232,50.994,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,80027,2018-07-23 23:08:09:985
-4.0079,-3.8595,7.8554,209,46.517,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,80528,2018-07-23 23:08:10:486
-2.745,-3.3591,7.2365,189,40.989,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,81027,2018-07-23 23:08:10:985
-4.1432,-5.0075,9.9527,126,45.586,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,81527,2018-07-23 23:08:11:485
-2.5139,-3.9732,8.9016,99,44.301,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,82028,2018-07-23 23:08:11:986
-2.3032,-3.468,9.1004,84,46.257,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,82526,2018-07-23 23:08:12:484
-1.4569,-1.069,9.3158,59,40.518,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,83029,2018-07-23 23:08:12:987
-3.3303,-0.6488,9.1734,24,44.501,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,83527,2018-07-23 23:08:13:485
0.0778,-0.3184,10.8014,21,57.689,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,14 / 22,84028,2018-07-23 23:08:13:986
0.8272,2.7701,8.8849,28,53.531,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,16 / 22,84527,2018-07-23 23:08:14:485
3.6895,1.3886,16.9079,33,41.487,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,16 / 22,85027,2018-07-23 23:08:14:985
-0.832,3.6212,6.0094,18,45.742,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,15 / 21,85528,2018-07-23 23:08:15:486
1.3372,1.3384,9.9707,31,52.913,42.5203,-83.52332,887.1,954.2341071,3.71,39.148384,156.6,15 / 21,86027,2018-07-23 23:08:15:985
3.7864,2.1787,8.9735,45,44.541,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,86527,2018-07-23 23:08:16:485
0.8308,1.8794,10.7847,42,44.108,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,87028,2018-07-23 23:08:16:986
2.6863,2.1488,8.2456,56,41.917,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,87529,2018-07-23 23:08:17:487
5.8083,-1.4437,8.5389,99,44.975,42.52036,-83.52342,867.74,954.2341071,0,24.467743,,15 / 21,88027,2018-07-23 23:08:17:985
