ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LIGHT,SOUND,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
0.1915,0.826,-9.6367,0,24.282,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1218527,2018-07-23 23:27:08:485
0.1915,0.8356,-9.6307,0,38.467,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1219027,2018-07-23 23:27:08:985
0.1844,0.8368,-9.6259,0,32.387,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1219528,2018-07-23 23:27:09:486
0.182,0.8332,-9.6414,0,37.237,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1220028,2018-07-23 23:27:09:986
0.1915,0.8284,-9.6391,0,33.891,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1220527,2018-07-23 23:27:10:485
0.1832,0.8296,-9.6355,0,24.324,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1221027,2018-07-23 23:27:10:985
0.182,0.8344,-9.645,0,35.959,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1221527,2018-07-23 23:27:11:485
0.1903,0.832,-9.6403,0,36.491,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1222027,2018-07-23 23:27:11:985
0.1724,0.832,-9.6379,0,38.735,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1222526,2018-07-23 23:27:12:484
0.1915,0.8404,-9.6295,0,31.923,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1223027,2018-07-23 23:27:12:985
0.1856,0.8344,-9.6558,0,24.63,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1223528,2018-07-23 23:27:13:486
0.1903,0.8416,-9.6486,0,33.339,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1224027,2018-07-23 23:27:13:985
0.1903,0.8248,-9.6426,0,33.901,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1224527,2018-07-23 23:27:14:485
0.2011,0.832,-9.6474,0,38.804,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1225027,2018-07-23 23:27:14:985
0.1796,0.82,-9.6414,0,31.595,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1225526,2018-07-23 23:27:15:484
0.1915,0.8356,-9.6379,0,37.915,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1226029,2018-07-23 23:27:15:987
0.1939,0.8344,-9.6367,0,38.012,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1226528,2018-07-23 23:27:16:486
0.1891,0.8272,-9.6319,0,37.692,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1227027,2018-07-23 23:27:16:985
0.1832,0.838,-9.6474,0,31.444,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1227529,2018-07-23 23:27:17:487
0.1844,0.8404,-9.6426,0,36.452,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1228027,2018-07-23 23:27:17:985
0.1963,0.8392,-9.6498,0,29.341,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1228528,2018-07-23 23:27:18:486
0.1915,0.8404,-9.6307,0,35.861,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1229026,2018-07-23 23:27:18:984
0.1939,0.8176,-9.6307,0,24.73,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1229527,2018-07-23 23:27:19:485
0.1915,0.826,-9.6438,0,36.47,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1230029,2018-07-23 23:27:19:987
0.1856,0.8248,-9.6391,0,33.063,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1230528,2018-07-23 23:27:20:486
0.1796,0.8356,-9.6391,0,38.582,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1231028,2018-07-23 23:27:20:986
0.182,0.8404,-9.6414,0,30.517,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1231528,2018-07-23 23:27:21:486
0.1832,0.8404,-9.6498,0,34.555,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1232026,2018-07-23 23:27:21:984
0.1772,0.8835,-9.6367,0,26.883,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1232528,2018-07-23 23:27:22:486
0.1772,0.8487,-9.6379,0,26.728,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1233027,2018-07-23 23:27:22:985
0.2059,0.8236,-9.6379,0,40.243,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1233527,2018-07-23 23:27:23:485
0.1891,0.8404,-9.645,0,32.156,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1234027,2018-07-23 23:27:23:985
0.1748,0.8176,-9.6558,0,30.816,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1234527,2018-07-23 23:27:24:485
0.1808,0.8272,-9.6295,0,34.43,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1235027,2018-07-23 23:27:24:985
0.2071,0.8224,-9.6438,0,25.481,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1235527,2018-07-23 23:27:25:485
0.1867,0.8535,-9.6319,0,25.737,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1236027,2018-07-23 23:27:25:985
0.1844,0.8296,-9.6319,0,32.118,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1236527,2018-07-23 23:27:26:485
0.1796,0.8428,-9.6295,0,26.787,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1237027,2018-07-23 23:27:26:985
0.1963,0.8308,-9.6403,0,30.462,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1237528,2018-07-23 23:27:27:486
0.1975,0.8392,-9.6247,0,33.448,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1238027,2018-07-23 23:27:27:985
0.1891,0.8332,-9.6367,0,38.33,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1238527,2018-07-23 23:27:28:485
0.1808,0.8404,-9.6391,0,36.506,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1239028,2018-07-23 23:27:28:986
0.1844,0.832,-9.6367,0,31.585,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1239526,2018-07-23 23:27:29:484
0.1891,0.8296,-9.6343,0,31.982,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1240029,2018-07-23 23:27:29:987
0.1784,0.832,-9.6391,0,34.428,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1240527,2018-07-23 23:27:30:485
0.1808,0.8452,-9.6403,0,33.914,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1241028,2018-07-23 23:27:30:986
0.1832,0.838,-9.645,0,24.976,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1241529,2018-07-23 23:27:31:487
0.1951,0.8284,-9.6391,0,26.37,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1242026,2018-07-23 23:27:31:984
0.1939,0.8344,-9.6367,0,24.512,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1242526,2018-07-23 23:27:32:484
0.1963,0.8308,-9.6462,0,24.917,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1243027,2018-07-23 23:27:32:985
0.1927,0.8188,-9.6522,0,35.325,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1243527,2018-07-23 23:27:33:485
0.1844,0.8272,-9.6331,0,36.437,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1244028,2018-07-23 23:27:33:986
0.1856,0.838,-9.6355,0,32.168,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1244527,2018-07-23 23:27:34:485
0.1903,0.8356,-9.6307,0,29.948,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1245026,2018-07-23 23:27:34:984
0.1915,0.8284,-9.6391,0,25.166,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1245527,2018-07-23 23:27:35:485
0.1832,0.8416,-9.6462,0,33.057,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1246027,2018-07-23 23:27:35:985
0.1963,0.8272,-9.6438,0,25.301,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1246528,2018-07-23 23:27:36:486
0.1915,0.8523,-9.6426,0,25.375,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1247026,2018-07-23 23:27:36:984
0.1999,0.844,-9.6367,0,31.582,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1247527,2018-07-23 23:27:37:485
0.1903,0.8284,-9.6367,0,40.848,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1248028,2018-07-23 23:27:37:986
0.1844,0.8308,-9.6486,0,27.01,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1248527,2018-07-23 23:27:38:485
0.1856,0.8356,-9.6414,0,25.156,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1249028,2018-07-23 23:27:38:986
0.1891,0.8332,-9.6379,0,35.896,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1249528,2018-07-23 23:27:39:486
0.1963,0.8392,-9.6343,0,39.838,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1250027,2018-07-23 23:27:39:985
0.2059,0.8104,-9.6247,0,37.932,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1250528,2018-07-23 23:27:40:486
0.1796,0.8212,-9.6343,0,25.154,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1251027,2018-07-23 23:27:40:985
0.2047,0.8188,-9.6367,0,35.367,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1251527,2018-07-23 23:27:41:485
0.1724,0.9026,-9.6558,0,26.875,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1252027,2018-07-23 23:27:41:985
0.1736,0.8475,-9.6331,0,37.436,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1252527,2018-07-23 23:27:42:485
0.1903,0.8224,-9.6331,0,26.991,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1253027,2018-07-23 23:27:42:985
0.1963,0.8332,-9.6307,0,35.557,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1253527,2018-07-23 23:27:43:485
0.1987,0.832,-9.6558,0,36.932,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1254027,2018-07-23 23:27:43:985
0.2023,0.8344,-9.6343,0,31.968,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1254528,2018-07-23 23:27:44:486
0.2059,0.832,-9.6367,0,26.018,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1255027,2018-07-23 23:27:44:985
0.1999,0.8356,-9.6486,0,31.348,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1255526,2018-07-23 23:27:45:484
0.1856,0.8188,-9.6462,0,38.354,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1256028,2018-07-23 23:27:45:986
0.1915,0.844,-9.651,0,34.492,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1256527,2018-07-23 23:27:46:485
0.1951,0.8308,-9.6295,0,33.716,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1257028,2018-07-23 23:27:46:986
0.1844,0.8344,-9.6438,0,35.695,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1257527,2018-07-23 23:27:47:485
0.2131,0.7661,-9.6462,0,37.739,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1258026,2018-07-23 23:27:47:984
0.1867,0.8308,-9.6367,0,27.548,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1258529,2018-07-23 23:27:48:487
0.1832,0.8332,-9.6307,0,24.653,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1259026,2018-07-23 23:27:48:984
0.1939,0.8296,-9.6343,0,35.253,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1259528,2018-07-23 23:27:49:486
0.1879,0.838,-9.6474,0,30.833,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1260026,2018-07-23 23:27:49:984
0.1784,0.8344,-9.6295,0,29.228,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1260527,2018-07-23 23:27:50:485
0.1903,0.838,-9.6355,0,25.612,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1261027,2018-07-23 23:27:50:985
0.1856,0.8212,-9.6307,0,23.552,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1261526,2018-07-23 23:27:51:484
0.182,0.8308,-9.6546,0,24.461,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1262027,2018-07-23 23:27:51:985
0.1844,0.8176,-9.6283,0,35.552,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1262527,2018-07-23 23:27:52:485
0.182,0.8248,-9.6343,0,36.735,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1263026,2018-07-23 23:27:52:984
0.1951,0.832,-9.6438,0,35.555,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1263527,2018-07-23 23:27:53:485
0.1879,0.8368,-9.6367,0,35.161,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1264027,2018-07-23 23:27:53:985
0.1891,0.838,-9.6367,0,29.376,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1264527,2018-07-23 23:27:54:485
0.1724,0.8212,-9.6319,0,26.956,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1265027,2018-07-23 23:27:54:985
0.1891,0.8284,-9.6235,0,24.279,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 22,1265526,2018-07-23 23:27:55:484
0.1736,0.8428,-9.6343,0,23.854,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1266027,2018-07-23 23:27:55:985
0.1903,0.8296,-9.6379,0,24.14,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1266527,2018-07-23 23:27:56:485
0.1891,0.8308,-9.6331,0,24.292,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1267026,2018-07-23 23:27:56:984
0.1832,0.8392,-9.6534,0,29.809,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1267527,2018-07-23 23:27:57:485
0.1891,0.832,-9.6307,0,34.265,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1268026,2018-07-23 23:27:57:984
0.1808,0.8356,-9.6414,0,35.147,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1268527,2018-07-23 23:27:58:485
0.17,0.8248,-9.6391,0,37.717,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1269027,2018-07-23 23:27:58:985
0.1915,0.8116,-9.6211,0,37.008,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1269526,2018-07-23 23:27:59:484
0.1915,0.8284,-9.6355,0,35.23,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1270027,2018-07-23 23:27:59:985
0.1856,0.8332,-9.6271,0,31.536,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1270527,2018-07-23 23:28:00:485
0.1891,0.8404,-9.6367,0,32.376,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1271026,2018-07-23 23:28:00:984
0.1963,0.826,-9.651,0,33.594,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1271527,2018-07-23 23:28:01:485
0.1927,0.8368,-9.6343,0,38.039,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1272027,2018-07-23 23:28:01:985
0.1808,0.8284,-9.6367,0,40.267,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1272527,2018-07-23 23:28:02:485
0.1903,0.8224,-9.6414,0,25.573,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1273027,2018-07-23 23:28:02:985
0.1951,0.8248,-9.6247,0,31.032,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,13 / 23,1273526,2018-07-23 23:28:03:484
0.1724,0.8368,-9.6295,0,36.846,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1274028,2018-07-23 23:28:03:986
0.1796,0.8368,-9.6295,0,33.886,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1274527,2018-07-23 23:28:04:485
0.1939,0.8308,-9.6426,0,27.653,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1275027,2018-07-23 23:28:04:985
0.1939,0.8296,-9.6355,0,24.276,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1275526,2018-07-23 23:28:05:484
0.1867,0.8332,-9.6295,0,41.028,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1276029,2018-07-23 23:28:05:987
0.1891,0.8308,-9.6414,0,40.807,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1276526,2018-07-23 23:28:06:484
0.1867,0.8332,-9.6283,0,28.435,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1277027,2018-07-23 23:28:06:985
0.1903,0.8248,-9.6079,0,36.093,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1277526,2018-07-23 23:28:07:484
0.1915,0.8236,-9.6319,0,35.684,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1278027,2018-07-23 23:28:07:985
0.1796,0.8308,-9.6331,0,40.115,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1278527,2018-07-23 23:28:08:485
0.182,0.8368,-9.6283,0,34.997,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1279027,2018-07-23 23:28:08:985
0.1867,0.8188,-9.6307,0,37.434,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1279527,2018-07-23 23:28:09:485
0.182,0.8452,-9.6391,0,38.102,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1280026,2018-07-23 23:28:09:984
0.1999,0.8248,-9.6438,0,27.47,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1280527,2018-07-23 23:28:10:485
0.1879,0.8332,-9.6367,0,23.787,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1281027,2018-07-23 23:28:10:985
0.1867,0.8224,-9.6462,0,24.516,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,14 / 23,1281526,2018-07-23 23:28:11:484
0.1927,0.8272,-9.6391,0,24.805,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1282027,2018-07-23 23:28:11:985
0.1832,0.8428,-9.6283,0,30.547,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1282527,2018-07-23 23:28:12:485
0.1927,0.8344,-9.6247,0,37.088,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1283027,2018-07-23 23:28:12:985
0.1856,0.838,-9.6223,0,40.112,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1283527,2018-07-23 23:28:13:485
0.182,0.8356,-9.6355,0,40.774,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1284027,2018-07-23 23:28:13:985
0.1867,0.8296,-9.6319,0,40.199,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1284527,2018-07-23 23:28:14:485
0.1808,0.8188,-9.6379,0,38.671,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1285027,2018-07-23 23:28:14:985
0.2071,0.7853,-9.6343,0,37.664,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1285527,2018-07-23 23:28:15:485
0.1772,0.8499,-9.6259,0,33.048,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1286027,2018-07-23 23:28:15:985
0.1748,0.8691,-9.6283,0,38.192,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1286527,2018-07-23 23:28:16:485
0.1903,0.8176,-9.6331,0,24.266,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1287026,2018-07-23 23:28:16:984
0.1796,0.8356,-9.6331,0,24.88,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1287527,2018-07-23 23:28:17:485
0.1784,0.8392,-9.6283,0,30.721,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1288027,2018-07-23 23:28:17:985
0.182,0.8284,-9.6486,0,30.344,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1288527,2018-07-23 23:28:18:485
0.1915,0.838,-9.6343,0,27.569,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1289027,2018-07-23 23:28:18:985
0.1772,0.8236,-9.6211,0,33.749,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,15 / 23,1289527,2018-07-23 23:28:19:485
0.1903,0.82,-9.6343,0,35.044,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1290026,2018-07-23 23:28:19:984
0.1748,0.82,-9.6283,0,40.963,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1290528,2018-07-23 23:28:20:486
0.1939,0.8404,-9.6295,0,24.08,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1291027,2018-07-23 23:28:20:985
0.1736,0.8523,-9.6199,0,25.057,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1291528,2018-07-23 23:28:21:486
0.1915,0.8188,-9.6367,0,24.739,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1292027,2018-07-23 23:28:21:985
0.1939,0.8164,-9.6247,0,24.606,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1292527,2018-07-23 23:28:22:485
0.1772,0.8511,-9.6235,0,24.34,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1293027,2018-07-23 23:28:22:985
0.182,0.8475,-9.6211,0,25.376,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1293527,2018-07-23 23:28:23:485
0.1784,0.8619,-9.6414,0,24.713,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1294028,2018-07-23 23:28:23:986
0.1796,0.8487,-9.6379,0,33.638,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1294527,2018-07-23 23:28:24:485
0.2047,0.8068,-9.6367,0,40.319,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1295027,2018-07-23 23:28:24:985
0.1832,0.8308,-9.6319,0,25.974,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1295527,2018-07-23 23:28:25:485
0.1975,0.8021,-9.6307,0,38.834,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1296027,2018-07-23 23:28:25:985
0.1832,0.8296,-9.6247,0,38.5,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1296526,2018-07-23 23:28:26:484
0.1927,0.8416,-9.6391,0,41.87,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1297027,2018-07-23 23:28:26:985
0.1915,0.8607,-9.6426,0,35.763,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,23-Oct,1297526,2018-07-23 23:28:27:484
0.1951,0.8176,-9.6355,0,40.339,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1298027,2018-07-23 23:28:27:985
0.1844,0.8487,-9.6391,0,38.518,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1298527,2018-07-23 23:28:28:485
0.1927,0.8176,-9.6379,0,39.583,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1299027,2018-07-23 23:28:28:985
0.1927,0.826,-9.6295,0,31.26,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1299527,2018-07-23 23:28:29:485
0.182,0.832,-9.6307,0,35.463,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1300029,2018-07-23 23:28:29:987
0.1844,0.8452,-9.6355,0,36.322,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1300527,2018-07-23 23:28:30:485
0.1999,0.8212,-9.6367,0,28.032,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1301027,2018-07-23 23:28:30:985
0.1832,0.8188,-9.6343,0,26.865,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1301528,2018-07-23 23:28:31:486
0.1903,0.8152,-9.6474,0,28.063,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1302028,2018-07-23 23:28:31:986
0.1808,0.8128,-9.6522,0,26.182,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1302526,2018-07-23 23:28:32:484
0.1808,0.8535,-9.6522,0,24.669,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1303027,2018-07-23 23:28:32:985
0.1939,0.8033,-9.6391,0,25.026,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1303527,2018-07-23 23:28:33:485
0.1915,0.8116,-9.6271,0,23.975,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1304026,2018-07-23 23:28:33:984
0.1891,0.8104,-9.6223,0,24.757,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1304527,2018-07-23 23:28:34:485
0.1772,0.8308,-9.6295,0,25.817,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1305026,2018-07-23 23:28:34:984
0.1963,0.8212,-9.645,0,36.861,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1305527,2018-07-23 23:28:35:485
0.1832,0.8248,-9.6283,0,44.071,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1306027,2018-07-23 23:28:35:985
0.1927,0.8236,-9.6331,0,42.781,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1306526,2018-07-23 23:28:36:484
0.1903,0.8284,-9.6414,0,39.037,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1307027,2018-07-23 23:28:36:985
0.1772,0.8248,-9.6331,0,38.356,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1307527,2018-07-23 23:28:37:485
0.1867,0.8248,-9.6295,0,30.34,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1308027,2018-07-23 23:28:37:985
0.1832,0.826,-9.6331,0,31.467,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1308526,2018-07-23 23:28:38:484
0.2071,0.8404,-9.6331,0,30.484,42.520344,-83.52344,858.06,956.5135139,0,39.148384,,16 / 23,1309027,2018-07-23 23:28:38:985
