time10,lat10,lng10,accuracy10,altitude10,strenght10
674538,12.9267259,77.6857524,6,803,11
675538,12.9267406,77.6857611,5,804,13
676537,12.9267594,77.6857672,6,804,13
677539,12.9267749,77.6857682,6,803,13
678588,12.9267905,77.6857691,6,805,13
679592,12.9268065,77.6857678,6,805,13
680589,12.9268223,77.6857684,6,806,13
681637,12.9268419,77.685764,5,806,13
682667,12.926849,77.685753,5,805,13
683638,12.9268623,77.6857429,5,806,13
684638,12.9268781,77.6857348,5,806,13
685688,12.9268939,77.6857226,5,804,45
686688,12.9269082,77.6857141,5,804,45
687738,12.9269128,77.6857088,4,804,45
688737,12.9269187,77.6857072,5,803,45
689738,12.9269247,77.6857027,4,801,45
690738,12.926934,77.6856997,4,803,45
691737,12.9269359,77.6856986,4,802,45
692738,12.9269478,77.6856941,4,802,35
693739,12.9269632,77.6856877,4,802,35
694771,12.9269756,77.6856827,4,802,35
695739,12.9269853,77.6856756,4,799,35
696738,12.9269987,77.6856656,4,798,35
697788,12.927011,77.6856546,5,798,35
698786,12.9270198,77.6856435,4,799,35
699788,12.9270291,77.6856302,4,799,35
700788,12.9270432,77.6856153,4,799,35
701838,12.9270594,77.6856039,4,798,35
702868,12.9270757,77.6855956,4,799,35
703837,12.9270846,77.6855884,4,797,35
704838,12.9270877,77.6855835,3,796,35
705839,12.9270944,77.6855782,4,796,35
706918,12.9270984,77.6855722,4,795,35
707889,12.927097,77.6855706,3,794,35
708938,12.9270954,77.6855717,4,794,35
709988,12.9270964,77.6855685,3,793,35
711016,12.9271,77.6855641,3,793,35
712043,12.9271047,77.6855574,4,793,35
713087,12.9271132,77.685548,3,793,35
714089,12.9271228,77.6855363,4,793,35
715117,12.9271312,77.6855298,3,794,35
716089,12.9271393,77.6855239,3,792,35
717138,12.9271521,77.685516,3,793,35
718189,12.9271656,77.6855074,3,793,35
719188,12.9271804,77.6854988,3,793,35
720188,12.9271914,77.6854901,3,792,35
721190,12.9272014,77.6854828,3,793,15
722189,12.9272125,77.6854755,3,793,15
723188,12.9272208,77.6854689,4,793,15
724189,12.9272307,77.6854624,4,794,15
725237,12.9272404,77.6854539,4,795,15
726239,12.9272486,77.6854418,4,795,15
727269,12.9272562,77.6854257,4,795,15
728288,12.9272629,77.685409,9,795,15
729287,12.9272664,77.6853947,9,794,15
730288,12.9272654,77.6853814,9,794,15
731365,12.9272634,77.6853741,9,794,15
732339,12.927266,77.6853676,9,794,15
733388,12.9272732,77.6853586,9,796,15
734388,12.9272833,77.6853494,9,795,15
735387,12.9272942,77.6853376,9,796,15
736387,12.9273056,77.685325,9,796,15
737388,12.9273193,77.6853128,9,797,15
738388,12.9273318,77.6853005,9,798,15
739438,12.9273457,77.6852922,9,798,15
740438,12.9273576,77.6852849,10,799,15
741438,12.9273614,77.6852796,9,800,15
742438,12.9273587,77.6852737,9,801,15
743470,12.9273538,77.6852708,9,801,15
744438,12.9273474,77.6852679,10,799,15
745438,12.9273411,77.6852613,10,800,15
746437,12.9273404,77.6852521,10,800,15
747467,12.9273488,77.6852348,10,800,15
748438,12.927356,77.6852219,10,800,15
749488,12.9273592,77.6852172,10,799,15
750538,12.9273606,77.6852133,10,799,15
751568,12.9273624,77.6852061,10,798,15
752538,12.9273609,77.6851925,10,798,15
753538,12.9273588,77.6851777,10,800,15
754539,12.9273582,77.6851686,10,800,26
755588,12.927359,77.6851615,10,799,26
756587,12.9273604,77.6851534,10,800,26
757587,12.9273653,77.6851429,11,800,21
758589,12.9273775,77.6851244,11,806,27
759624,12.9273888,77.6851032,11,805,50
760588,12.9273988,77.6850851,10,804,50
761638,12.927424,77.6850485,11,805,50
762688,12.9274377,77.6850299,10,806,50
763689,12.9274493,77.6850166,10,804,50
764738,12.9274608,77.6850032,10,803,50
765787,12.9274764,77.6849882,10,802,50
766788,12.9274879,77.684982,10,802,50
767787,12.9274905,77.6849839,10,801,21
768788,12.9274895,77.6849851,10,800,16
769787,12.927489,77.6849863,10,800,16
770788,12.9274932,77.6849863,10,799,15
771788,12.9274871,77.684982,10,800,18
772788,12.9274887,77.6849709,10,800,12
773789,12.9274811,77.6849599,10,800,19
774838,12.9274768,77.6849484,10,802,29
775838,12.9274831,77.684933,10,804,29
776839,12.9274946,77.6849172,10,803,24
777888,12.9275099,77.6849032,10,803,20
778888,12.9275216,77.6848926,10,801,20
779888,12.9275278,77.684883,10,802,20
780945,12.9275316,77.6848729,10,802,17
781938,12.9275328,77.684863,10,802,17
782938,12.9275344,77.684855,10,800,21
783939,12.9275405,77.6848463,10,799,18
784939,12.9275471,77.6848375,10,798,23
785989,12.9275606,77.6848299,10,799,22
786990,12.927572,77.6848245,10,796,18
788067,12.9275868,77.68482,10,798,16
789037,12.927601,77.684814,10,799,14
790038,12.927606,77.6848101,10,798,14
791088,12.9276109,77.6848072,10,798,14
792119,12.9276184,77.6848043,10,799,14
793088,12.9276244,77.6848033,9,799,14
794088,12.9276301,77.6847939,9,799,14
795088,12.9276345,77.6847837,9,800,14
796120,12.9276385,77.6847745,9,799,14
797087,12.9276439,77.6847651,9,799,14
798088,12.9276498,77.684757,9,799,32
799088,12.9276593,77.6847541,9,799,32
800088,12.9276676,77.6847494,9,799,32
801088,12.9276779,77.6847444,9,799,32
802137,12.9276885,77.6847392,9,798,32
803137,12.927698,77.6847352,10,799,32
804170,12.9277098,77.6847332,9,801,32
805139,12.9277257,77.684731,9,801,32
806139,12.9277424,77.6847274,9,801,32
807138,12.92776,77.6847218,9,801,32
808169,12.9277799,77.6847152,9,802,32
809189,12.9277969,77.6847097,9,802,32
810237,12.9278131,77.684704,9,802,32
811239,12.9278296,77.6846968,9,803,32
812316,12.9278425,77.6846935,9,804,32
813288,12.9278578,77.6846912,9,805,32
814337,12.9278749,77.6846885,9,805,32
815338,12.927892,77.6846872,9,805,11
816369,12.9279052,77.684688,9,805,11
817338,12.9279207,77.6846895,9,806,11
818338,12.9279378,77.6846918,9,807,11
819339,12.9279535,77.6846922,10,807,11
820388,12.9279678,77.6846917,9,806,11
821389,12.9279806,77.6846927,9,806,11
822389,12.9279897,77.6846962,9,807,11
823388,12.9280046,77.6847004,9,806,11
824419,12.9280211,77.6847025,10,806,11
825437,12.9280342,77.6847046,10,807,11
826439,12.9280496,77.6847087,10,807,13
827488,12.9280646,77.6847169,10,807,13
828537,12.9280742,77.6847258,10,807,13
829539,12.9280893,77.684734,10,806,13
830538,12.9281092,77.6847396,10,805,13
831587,12.9281248,77.6847446,10,804,13
832588,12.9281377,77.6847413,10,804,13
833589,12.9281442,77.6847433,11,803,13
834589,12.9281522,77.6847361,11,802,13
835636,12.9281814,77.6847265,11,803,13
836638,12.9281983,77.6847107,11,803,45
837637,12.9282118,77.6847002,10,804,45
838637,12.9282246,77.6846945,10,804,45
839637,12.928236,77.6846873,10,805,45
840637,12.9282463,77.6846752,10,804,45
841638,12.9282586,77.684659,10,805,45
842638,12.9282653,77.6846432,10,803,45
843638,12.928269,77.6846363,10,804,35
844701,12.9282756,77.6846353,10,805,35
845689,12.9282839,77.6846355,10,804,35
846689,12.9282898,77.6846336,10,803,35
847688,12.928297,77.684628,10,802,35
848720,12.9283007,77.6846226,10,802,35
849689,12.9282994,77.6846162,10,802,35
850686,12.9283008,77.6846077,10,803,35
851740,12.9283021,77.6845997,10,801,35
852770,12.9283019,77.6845909,10,801,35
853739,12.9283038,77.6845818,11,801,35
854788,12.9283049,77.6845771,12,800,35
855789,12.9283109,77.6845723,12,801,35
856866,12.9283221,77.6845623,12,802,35
857889,12.9283289,77.6845555,13,802,35
858939,12.9283339,77.6845624,13,802,35
859938,12.9283339,77.684561,13,802,35
860939,12.9283351,77.6845668,13,803,35
861939,12.9283371,77.6845739,13,802,35
862989,12.9283457,77.6845854,12,803,35
863989,12.92836,77.6845973,13,802,35
864989,12.9283755,77.6846127,13,802,35
866040,12.9283931,77.6846365,12,803,35
867039,12.9284118,77.6846594,12,802,35
868039,12.9284319,77.6846831,11,804,35
869077,12.9284511,77.6847008,11,804,35
870039,12.9284711,77.6847127,11,805,35
871039,12.9284926,77.6847208,11,806,35
872039,12.9285139,77.6847332,10,808,15
873039,12.9285331,77.6847451,10,809,15
874040,12.928552,77.6847548,10,809,15
875039,12.928568,77.6847614,10,809,15
876039,12.928581,77.6847647,10,809,15
877067,12.928593,77.6847693,10,810,15
878039,12.9286067,77.6847696,10,810,15
879038,12.9286187,77.6847693,10,810,15
880039,12.9286309,77.6847651,10,809,15
881040,12.9286429,77.6847597,10,810,15
882092,12.9286566,77.6847557,11,809,15
883142,12.9286676,77.6847545,11,810,15
884139,12.9286789,77.6847511,11,809,15
885188,12.9286927,77.6847424,11,808,15
886189,12.9287062,77.6847272,11,807,15
887239,12.9287225,77.6847149,11,807,15
888240,12.928738,77.6847042,11,807,15
889288,12.9287541,77.6846999,11,806,15
890340,12.9287685,77.6846972,11,807,15
891388,12.9287802,77.6846952,10,808,15
892388,12.9287918,77.6846963,10,808,15
893397,12.9288048,77.6846994,10,806,15
894439,12.928817,77.6847038,10,806,15
895489,12.9288279,77.684707,10,806,15
896488,12.9288327,77.684707,10,804,15
897488,12.9288347,77.684704,10,803,15
898490,12.9288391,77.6846987,10,804,15
899489,12.9288439,77.6847069,10,804,15
900490,12.9288461,77.6847127,10,804,15
901539,12.9288497,77.6847157,10,804,15
902588,12.9288548,77.6847175,10,805,15
903592,12.9288591,77.6847183,10,805,15
904637,12.9288753,77.6847209,10,805,26
905637,12.928886,77.6847163,10,807,26
906687,12.9289019,77.6847142,10,808,26
907689,12.9289167,77.6847142,10,808,21
908738,12.9289323,77.6847183,10,808,27
909789,12.9289512,77.6847237,10,808,50
910789,12.9289721,77.6847271,10,807,50
911837,12.9289914,77.6847278,10,808,50
912838,12.9290133,77.6847322,10,807,50
913871,12.9290354,77.6847325,9,806,50
914838,12.9290545,77.6847284,10,806,50
915840,12.9290722,77.6847234,10,806,50
916889,12.9290914,77.6847195,10,806,50
917888,12.9291129,77.6847164,10,806,21
918889,12.9291311,77.6847126,10,806,16
919940,12.9291459,77.68471,10,806,16
920938,12.9291589,77.6847073,10,806,15
921940,12.9291719,77.6847021,10,806,18
922939,12.9291797,77.684699,10,805,12
923939,12.9291879,77.6846932,10,806,19
924987,12.9291964,77.6846879,10,805,29
925990,12.9292047,77.6846861,11,806,29
926992,12.9292099,77.6846838,11,807,24
928040,12.9292147,77.6846842,11,807,20
929039,12.9292252,77.6846962,11,807,20
930066,12.9292308,77.6847039,10,806,20
931040,12.9292396,77.6846999,10,806,17
932040,12.9292556,77.6846971,10,808,17
933091,12.9292699,77.6846956,10,807,21
934138,12.929285,77.6847008,10,808,18
935140,12.9292961,77.6847082,10,807,23
936138,12.9293047,77.6847134,10,807,22
937188,12.9293103,77.6847151,10,807,18
938219,12.9293184,77.6847138,10,807,16
939238,12.9293294,77.684701,10,806,14
940239,12.9293422,77.6846814,10,806,14
941238,12.9293514,77.6846721,10,806,14
942240,12.9293605,77.6846673,10,806,14
943288,12.929371,77.6846637,10,806,14
944288,12.929381,77.6846654,9,807,14
945291,12.9293919,77.6846648,9,805,14
946361,12.9294036,77.684665,9,804,14
947338,12.9294118,77.6846621,9,806,14
948388,12.9294188,77.6846574,3,806,32
949389,12.929431,77.6846566,3,805,32
950389,12.9294457,77.6846555,3,804,32
951388,12.9294576,77.6846514,3,805,32
952388,12.9294636,77.6846469,3,805,32
953384,12.929468,77.6846428,3,806,32
954391,12.9294741,77.6846384,3,805,32
955440,12.9294824,77.684633,3,804,32
956488,12.9294905,77.6846274,3,804,32
957488,12.9294975,77.6846228,3,804,32
958539,12.9295015,77.6846184,3,803,32
959539,12.9295034,77.6846124,3,803,32
960539,12.9295038,77.684602,3,804,32
961538,12.9295021,77.6845899,3,804,32
962539,12.9294996,77.6845778,3,803,32
963539,12.9294953,77.6845677,3,803,32
964539,12.9294909,77.6845604,3,802,32
965589,12.9294843,77.6845544,3,802,11
966588,12.9294767,77.6845483,3,802,11
967591,12.9294682,77.6845424,3,803,11
968592,12.9294605,77.6845363,3,803,11
969637,12.9294514,77.6845245,3,803,11
970639,12.9294474,77.6845181,3,802,11
971638,12.929444,77.6845088,3,803,11
972688,12.9294396,77.6844967,3,803,11
973738,12.929436,77.6844875,3,803,11
974788,12.9294337,77.6844795,3,803,11
975789,12.9294307,77.6844707,3,803,11
976838,12.929428,77.684463,3,802,13
977889,12.9294248,77.6844549,3,803,13
978917,12.9294183,77.6844417,3,803,13
979940,12.9294128,77.6844292,3,803,13
980989,12.9294088,77.6844209,3,803,13
981989,12.9294048,77.6844138,3,804,13
983017,12.9293987,77.6844047,3,804,13
984040,12.9293906,77.6843916,3,804,13
985038,12.9293828,77.6843818,3,804,13
986038,12.9293733,77.6843757,3,805,13
987118,12.9293641,77.6843684,3,805,45
988140,12.9293574,77.6843625,3,806,45
989139,12.9293531,77.6843567,3,805,45
990140,12.929346,77.6843486,3,805,45
991139,12.9293364,77.6843386,3,805,45
992139,12.9293254,77.6843299,3,805,45
993140,12.9293174,77.6843217,3,805,45
994187,12.9293101,77.6843177,3,804,35
995188,12.9293062,77.6843157,3,804,35
996189,12.9293016,77.6843127,3,803,35
997238,12.9292973,77.6843078,3,802,35
998238,12.929293,77.6843007,3,802,35
999264,12.9292905,77.6842948,3,802,35
1000239,12.9292869,77.6842872,3,801,35
1001289,12.9292816,77.6842768,3,801,35
1002289,12.9292792,77.6842646,3,801,35
1003319,12.9292782,77.6842548,3,801,35
1004291,12.9292773,77.6842453,4,801,35
1005338,12.9292756,77.6842378,4,801,35
1006339,12.929273,77.684236,4,801,35
1007339,12.929267,77.6842329,4,802,35
1008340,12.9292627,77.6842301,4,801,35
1009386,12.9292618,77.6842241,5,801,35
1010438,12.9292642,77.6842127,4,801,35
1011443,12.9292683,77.6842003,5,800,35
1012440,12.9292742,77.68419,4,800,35
1013491,12.9292811,77.684179,4,799,35
1014539,12.9292859,77.6841662,4,801,35
1015588,12.929292,77.6841527,4,801,35
1016637,12.9293026,77.6841166,4,802,35
1017639,12.9293102,77.6841014,4,800,35
1018690,12.9293051,77.6840901,5,801,35
1019715,12.9292929,77.6840817,5,802,35
1020739,12.9292865,77.6840725,4,802,35
1021790,12.9292792,77.6840629,3,803,35
1022789,12.9292752,77.6840477,3,804,15
1023839,12.9292691,77.6840323,3,803,15
1024841,12.9292648,77.6840199,3,802,15
1025889,12.9292597,77.6840086,4,801,15
1026889,12.9292563,77.684,3,801,15
1027918,12.9292531,77.6839907,4,800,15
1028940,12.9292508,77.6839827,3,800,15
1029939,12.929249,77.6839774,4,801,15
1030989,12.9292474,77.6839697,3,800,15
1032017,12.9292457,77.6839643,3,799,15
1033039,12.9292469,77.6839546,3,800,15
1034089,12.9292478,77.6839389,3,800,15
1035090,12.9292451,77.6839302,3,799,15
1036115,12.9292401,77.6839221,3,800,15
1037136,12.9292324,77.683916,4,800,15
1038188,12.9292236,77.6839117,4,799,15
1039188,12.9292127,77.6839056,3,799,15
1040192,12.9292007,77.6838931,4,799,15
1041238,12.9291929,77.6838816,3,799,15
1042287,12.9291857,77.6838708,3,798,15
1043288,12.9291768,77.68386,3,797,15
1044292,12.9291711,77.6838487,3,796,15
1045289,12.9291676,77.6838415,3,798,15
1046338,12.9291647,77.6838359,3,798,15
1047388,12.9291569,77.6838276,4,798,15
1048389,12.9291475,77.6838166,4,798,15
1049389,12.9291416,77.6837998,5,799,15
1050438,12.9291342,77.6837767,4,799,15
1051488,12.9291287,77.6837578,4,798,15
1052490,12.9291249,77.6837477,3,798,15
1053538,12.9291219,77.6837413,3,797,15
1054588,12.9291178,77.6837349,4,797,15
1055589,12.9291124,77.6837249,4,796,15
1056638,12.9290896,77.683719,5,795,26
1057637,12.9290817,77.6837132,4,796,26
1058637,12.929067,77.6837092,4,795,26
1059637,12.9290541,77.6837063,4,794,21
1060667,12.9290427,77.6837046,4,795,27
1061688,12.9290288,77.6837013,4,794,50
1062686,12.9290174,77.6836926,4,795,50
1063690,12.9290105,77.6836797,4,796,50
1064688,12.9290081,77.6836693,3,795,50
1065688,12.9290098,77.6836571,3,795,50
1066738,12.9290123,77.6836447,3,795,50
1067738,12.9290138,77.6836308,3,794,50
1068821,12.9290109,77.6836181,3,793,50
1069839,12.9290059,77.6836057,4,793,21
1070838,12.9290018,77.6835906,4,793,16
1071889,12.9289963,77.6835695,5,793,16
1072888,12.9289954,77.6835509,5,793,15
1073939,12.9289895,77.6835369,5,793,18
1074988,12.9289838,77.6835236,4,794,12
1075989,12.9289801,77.6835072,10,795,19
1076989,12.9289776,77.6834917,10,795,29
1078039,12.9289762,77.6834784,9,795,29
1079038,12.9289748,77.6834678,9,795,24
1080039,12.9289701,77.6834562,10,795,20
1081039,12.9289577,77.6834462,9,794,20
1082040,12.928943,77.683433,9,794,20
1083038,12.9289323,77.6834208,9,794,17
1084039,12.9289261,77.6834126,9,794,17
1085038,12.9289235,77.6834038,9,793,21
1086038,12.9289193,77.6833896,9,794,18
1087038,12.928916,77.6833799,9,795,23
1088039,12.9289122,77.6833754,10,795,22
1089039,12.9289089,77.6833657,9,796,18
1090039,12.9289067,77.6833524,9,796,16
1091039,12.9289066,77.6833391,10,796,14
1092089,12.928909,77.683331,10,796,14
1093169,12.9289062,77.6833227,9,795,14
1094190,12.9288999,77.6833154,9,796,14
1095188,12.9288954,77.6833091,4,797,14
1096188,12.9288921,77.6832996,4,797,14
1097220,12.9288861,77.6832867,4,796,14
1098239,12.9288795,77.6832747,4,796,14
1099240,12.9288676,77.6832691,4,797,14
1100239,12.9288591,77.6832676,4,797,32
1101271,12.9288533,77.683265,4,796,32
1102239,12.9288499,77.6832581,4,797,32
1103249,12.9288469,77.6832488,4,796,32
1104288,12.9288483,77.68324,4,796,32
1105289,12.9288529,77.6832311,4,796,32
1106341,12.9288541,77.6832167,4,796,32
1107340,12.9288547,77.6832029,4,797,32
1108388,12.9288535,77.6831943,3,796,32
1109390,12.9288526,77.6831889,3,795,32
1110440,12.9288536,77.6831818,3,796,32
1111489,12.9288504,77.6831729,3,796,32
1112538,12.9288445,77.6831633,3,795,32
1113540,12.9288339,77.6831493,4,796,32
1114535,12.9288244,77.6831335,3,796,32
1115538,12.9288191,77.683118,3,796,32
1116590,12.9288146,77.6831023,3,795,32
1117592,12.9288115,77.6830896,3,795,11
1118637,12.9288122,77.6830719,3,796,11
1119637,12.9288121,77.6830627,3,797,11
1120637,12.9288114,77.6830514,3,797,11
1121670,12.9288101,77.6830424,3,798,11
1122637,12.9288083,77.6830375,3,798,11
1123637,12.9288057,77.683033,3,798,11
1124639,12.9288018,77.683028,4,798,11
1125638,12.9287989,77.6830174,3,798,11
1126693,12.9287971,77.6830066,4,798,11
1127689,12.9287964,77.6830022,4,797,11
1128739,12.9287946,77.6829995,4,796,13
1129788,12.9287943,77.6829956,3,796,13
1130788,12.9287936,77.6829878,3,794,13
1131838,12.928792,77.6829801,3,795,13
1132840,12.9287868,77.6829724,3,794,13
1133889,12.9287787,77.682965,3,795,13
1134939,12.9287722,77.6829619,3,795,13
1135940,12.9287671,77.6829614,3,796,13
1136987,12.9287597,77.6829587,3,795,13
1137988,12.9287508,77.682955,3,796,13
1138989,12.9287432,77.6829464,3,796,45
1139989,12.9287389,77.6829372,3,796,45
1141038,12.9287421,77.6829332,3,796,45
1142038,12.9287437,77.6829326,3,796,45
1143039,12.9287454,77.6829316,3,796,45
1144089,12.9287453,77.682921,3,796,45
1145090,12.9287412,77.6829076,3,797,45
1146139,12.9287374,77.6829002,3,795,35
1147139,12.9287337,77.6828941,3,795,35
1148140,12.9287291,77.6828862,3,795,35
1149139,12.9287266,77.68288,3,796,35
1150139,12.9287244,77.6828737,3,796,35
1151140,12.9287204,77.6828623,3,797,35
1152139,12.9287164,77.6828505,3,797,35
1153186,12.9287132,77.6828413,3,797,35
1154239,12.9287075,77.6828299,3,797,35
1155235,12.9286976,77.6828148,3,798,35
1156284,12.9286858,77.6828008,3,798,35
1157290,12.9286759,77.682789,3,799,35
1158368,12.9286668,77.6827773,3,798,35
1159339,12.9286534,77.6827667,3,798,35
1160388,12.9286434,77.682756,3,798,35
1161387,12.9286355,77.6827469,3,797,35
1162389,12.9286275,77.6827398,3,797,35
1163389,12.928618,77.6827329,3,797,35
1164387,12.9286096,77.6827262,3,797,35
1165388,12.9286048,77.6827187,3,797,35
1166403,12.9285977,77.6827124,3,796,35
1167439,12.9285905,77.6827069,3,796,35
1168440,12.9285828,77.6827004,3,796,35
1169490,12.9285729,77.6826939,3,796,35
1170521,12.9285658,77.6826843,3,797,35
1171487,12.92856,77.6826761,3,797,35
1172488,12.9285545,77.6826692,3,797,35
1173489,12.9285494,77.6826628,4,797,35
1174521,12.9285456,77.6826541,4,798,15
1175538,12.9285442,77.6826438,4,798,15
1176589,12.9285441,77.6826321,4,798,15
1177588,12.9285464,77.6826234,4,798,15
1178636,12.9285439,77.682614,5,797,15
1179641,12.9285429,77.682603,5,798,15
1180638,12.9285421,77.6825923,5,798,15
1181689,12.9285424,77.6825791,5,798,15
1182687,12.9285401,77.6825646,5,797,15
1183738,12.9285366,77.6825523,4,797,15
1184739,12.9285279,77.6825402,4,797,15
1185738,12.9285187,77.6825315,4,797,15
1186775,12.9285109,77.6825236,4,797,15
1187740,12.9285045,77.6825177,4,796,15
1188739,12.9285034,77.6825136,4,796,15
1189789,12.9285035,77.6825037,4,797,15
1190820,12.9285046,77.6824901,4,796,15
1191788,12.9285043,77.6824734,4,797,15
1192789,12.9285034,77.6824577,4,797,15
1193789,12.9285011,77.6824465,3,797,15
1194822,12.9284937,77.6824358,4,798,15
1195839,12.9284843,77.6824253,3,798,15
1196838,12.9284723,77.6824133,4,799,15
1197887,12.928462,77.6824025,4,798,15
1198888,12.9284547,77.682394,4,798,15
1199888,12.9284467,77.6823844,4,798,15
1200888,12.9284457,77.6823759,4,798,15
1201889,12.9284474,77.682368,4,799,15
1202919,12.9284502,77.6823569,4,798,15
1203889,12.92845,77.6823479,4,797,15
1204888,12.9284437,77.6823384,4,798,15
1205887,12.9284337,77.682327,4,798,15
1206889,12.9284277,77.6823201,4,797,15
1207888,12.9284234,77.6823165,4,797,26
1208889,12.9284171,77.6823135,10,796,26
1209888,12.9284105,77.6823062,9,796,26
1210938,12.9284048,77.6822978,9,797,21
1211939,12.9283996,77.6822898,9,797,27
1212938,12.928396,77.6822823,9,796,50
1213938,12.9283924,77.6822742,9,797,50
1214989,12.9283858,77.682264,9,797,50
1216036,12.9283813,77.6822558,9,797,50
1217034,12.9283786,77.682245,9,796,50
1218037,12.9283758,77.6822347,9,797,50
1219065,12.928372,77.6822267,9,797,50
1220088,12.9283632,77.6822221,9,797,50
1221088,12.9283506,77.6822175,9,797,21
1222089,12.9283362,77.6822105,9,797,16
1223121,12.9283234,77.6822004,9,796,16
1224138,12.9283154,77.6821835,9,797,15
1225189,12.9283102,77.6821678,9,797,18
1226189,12.9283083,77.6821533,9,797,12
1227189,12.9283116,77.6821388,9,796,19
1228237,12.9283145,77.6821301,9,796,29
1229240,12.9283164,77.682123,9,795,29
1230238,12.9283155,77.6821144,9,795,24
1231238,12.9283112,77.6821031,9,794,20
1232293,12.9283047,77.6820874,9,794,20
1233288,12.9282976,77.6820733,9,792,20
1234289,12.9282913,77.6820606,9,794,17
1235339,12.9282818,77.6820464,9,793,17
1236339,12.9282732,77.682031,9,793,21
1237387,12.9282663,77.6820138,9,793,18
1238387,12.9282658,77.6819987,9,794,23
1239421,12.9282673,77.6819894,9,794,22
1240437,12.9282686,77.6819795,9,793,18
1241438,12.9282701,77.6819706,9,793,16
1242438,12.9282698,77.6819636,9,793,14
1243437,12.9282709,77.6819583,9,793,14
1244488,12.9282714,77.6819522,9,793,14
1245489,12.9282667,77.6819421,9,793,14
1246489,12.9282588,77.6819288,9,793,14
1247570,12.9282483,77.6819146,9,794,14
1248588,12.928237,77.6819,9,793,14
1249587,12.9282284,77.6818885,9,793,14
1250589,12.9282223,77.6818797,9,793,14
1251588,12.9282095,77.6818684,10,793,32
1252589,12.9281992,77.6818508,9,795,32
1253638,12.9281899,77.6818186,9,793,32
1254637,12.9281903,77.681796,9,795,32
1255638,12.9281907,77.6817744,9,796,32
1256693,12.9281929,77.6817563,9,796,32
1257687,12.9281923,77.6817449,10,797,32
1258687,12.928185,77.681737,10,796,32
1259685,12.9281756,77.6817268,10,796,32
1260685,12.9281693,77.6817164,9,795,32
1261685,12.9281661,77.6817082,9,796,32
1262693,12.9281604,77.6816997,10,796,32
1263738,12.9281475,77.6816953,10,796,32
1264738,12.9281292,77.6816906,9,796,32
1265740,12.9281181,77.6816863,9,796,32
1266789,12.9281053,77.6816823,9,796,32
1267788,12.9280934,77.6816761,9,797,32
1268839,12.9280796,77.6816717,9,797,11
1269838,12.9280687,77.6816685,9,795,11
1270887,12.9280611,77.6816642,9,795,11
1271920,12.9280562,77.6816581,9,796,11
1272889,12.9280531,77.681656,9,795,11
1273889,12.9280492,77.6816537,9,797,11
1274888,12.9280424,77.6816472,9,795,11
1275938,12.9280368,77.6816331,10,794,11
1276938,12.9280342,77.6816136,10,795,11
1277938,12.9280332,77.6815933,10,795,11
1278938,12.9280344,77.6815778,9,796,11
1279939,12.9280338,77.6815626,9,795,13
1280987,12.928029,77.6815443,9,796,13
1281988,12.9280235,77.681524,9,797,13
1282988,12.9280168,77.6815122,9,798,13
1283988,12.9280102,77.681504,9,798,13
1285038,12.9280034,77.6814928,9,800,13
1286036,12.927996,77.6814817,9,801,13
1287084,12.9279919,77.6814694,10,801,13
1288088,12.9279879,77.6814537,9,801,13
1289088,12.9279837,77.681438,9,800,13
1290090,12.9279784,77.6814228,9,797,45
1291086,12.9279717,77.6814074,10,798,45
1292168,12.9279648,77.6813955,9,799,45
1293141,12.927959,77.6813863,9,799,45
1294138,12.9279524,77.6813788,9,801,45
1295140,12.9279435,77.6813723,9,801,45
1296169,12.9279348,77.6813685,9,801,45
1297188,12.9279283,77.6813655,9,801,35
1298187,12.9279254,77.6813603,4,801,35
1299188,12.927921,77.6813539,4,802,35
1300192,12.9279155,77.6813473,5,801,35
1301189,12.9279081,77.6813433,5,800,35
1302234,12.9278976,77.6813401,4,801,35
1303235,12.9278885,77.681338,5,801,35
1304266,12.9278833,77.6813346,5,802,35
1305238,12.9278839,77.6813277,4,804,35
1306238,12.9278903,77.6813162,4,804,35
1307238,12.9278959,77.681301,4,804,35
1308241,12.9278992,77.681289,5,805,35
1309289,12.9279029,77.6812758,4,806,35
1310288,12.9279047,77.6812584,4,806,35
1311339,12.9279043,77.6812423,3,808,35
1312388,12.9279021,77.6812259,3,808,35
1313388,12.9278984,77.6812099,3,808,35
1314387,12.9278959,77.6811974,3,808,35
1315389,12.9278927,77.6811882,3,807,35
1316388,12.9278917,77.6811786,3,807,35
1317436,12.9278926,77.6811658,3,807,35
1318484,12.9278912,77.6811529,3,808,35
1319487,12.9278905,77.6811441,3,809,35
1320485,12.9278874,77.6811348,3,809,35
1321491,12.9278894,77.6811235,3,807,35
1322539,12.9278933,77.6811115,3,807,35
1323538,12.9278949,77.6811002,4,807,35
1324538,12.9278949,77.6810937,4,807,35
1325539,12.9278945,77.6810885,4,806,15
1326588,12.9278893,77.6810846,4,804,15
1327587,12.9278832,77.6810819,4,805,15
1328624,12.9278774,77.6810807,4,804,15
1329590,12.9278727,77.6810824,5,803,15
1330589,12.9278682,77.6810894,5,803,15
1331591,12.9278669,77.6810946,4,803,15
1332618,12.9278682,77.6810977,4,803,15
1333595,12.9278671,77.6810992,4,803,15
1334587,12.9278658,77.6811002,4,803,15
1335590,12.9278622,77.6811026,4,804,15
1336620,12.9278612,77.6811037,4,804,15
1337587,12.9278605,77.6811038,4,804,15
1338589,12.9278607,77.6811055,4,804,15
