timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1532483336,1.149387,0.466473,0.829251,-1.179336,0.540577,0.815891,0.81502,-0.449739,-0.365344,-0.169832,0.05652,0.17853,39.057861,-34.601532,-5.254333,,,,,,,
1532483336,1.149047,0.470968,0.859774,-1.149314,0.75258,0.734397,0.813043,-0.453749,-0.36479,-0.215142,0.054885,0.227888,38.487366,-34.934814,-5.382263,,,,,,,
1532483336,1.151664,0.473785,0.889987,-1.197913,0.856034,0.64893,0.812824,-0.456258,-0.362139,-0.242725,0.066075,0.243029,37.966309,-35.337769,-5.528015,,,,,,,
1532483336,1.154881,0.474599,0.92105,-1.282827,0.873262,0.574144,0.813645,-0.456981,-0.359373,-0.264359,0.067943,0.243009,37.564758,-35.753845,-5.866699,,,,,,,
1532483336,1.157947,0.473787,0.953645,-1.388573,0.920077,0.531106,0.815083,-0.456259,-0.357025,-0.291981,0.065024,0.249878,37.364197,-36.13266,-6.166992,,,,,,,
1532483336,1.161425,0.471039,0.988005,-1.511789,0.991492,0.451701,0.817466,-0.453812,-0.354685,-0.254539,0.079133,0.261454,37.057251,-36.193878,-6.360535,,,,,,,
1532483336,1.166009,0.465339,1.023958,-1.631038,1.062045,0.329764,0.821448,-0.448726,-0.351947,-0.223868,0.104197,0.278507,36.711548,-36.451996,-6.831787,,,,,,,
1532483336,1.170382,0.45891,1.060754,-1.638539,1.023461,0.393335,0.825619,-0.442971,-0.349469,-0.231594,0.128625,0.297483,36.584106,-36.219818,-7.196289,,,,,,,
1532483336,1.175413,0.455096,1.096968,-1.529232,1.097697,0.468984,0.82892,-0.439549,-0.345959,-0.2063,0.180043,0.358334,36.283264,-36.385345,-7.511719,,,,,,,
1532483336,1.188159,0.45048,1.128733,-1.335101,1.541592,0.19118,0.835135,-0.435398,-0.33612,-0.089377,0.292362,0.413345,36.282104,-36.582306,-7.608398,,,,,,,
1532483336,1.216424,0.438818,1.152351,-1.139132,2.135685,-0.373336,0.849005,-0.42487,-0.314125,0.089731,0.358189,0.380073,36.480896,-36.445068,-7.284668,,,,,,,
1532483336,1.254543,0.420468,1.170686,-1.090174,2.343457,-0.678148,0.867624,-0.408187,-0.283919,0.156424,0.315246,0.274321,37.177673,-35.751984,-6.467651,,,,,,,
1532483337,1.291798,0.399742,1.1914,-1.332994,2.226362,-0.728531,0.885541,-0.389181,-0.253681,0.226901,0.299062,0.165577,37.783997,-35.258362,-5.705872,,,,,,,
1532483337,1.324088,0.375839,1.220535,-1.791951,2.157345,-0.900433,0.902034,-0.367053,-0.227167,0.317479,0.336429,0.090418,38.705566,-34.773163,-5.032288,,,,,,,
1532483337,1.352769,0.344808,1.256846,-2.123118,2.006425,-1.246331,0.918859,-0.338016,-0.203573,0.449503,0.307224,-0.018366,39.499878,-33.552887,-4.94696,,,,,,,
1532483337,1.374546,0.311494,1.29754,-2.290327,1.548603,-1.161949,0.933605,-0.306481,-0.185609,0.491429,0.136666,-0.135741,40.399048,-32.227051,-4.854553,,,,,,,
1532483337,1.383899,0.2865,1.342562,-2.393668,0.879151,-0.593088,0.942534,-0.282596,-0.178237,0.443758,0.019642,-0.181123,41.061951,-31.643433,-5.284302,,,,,,,
1532483337,1.384311,0.271182,1.390262,-2.37876,0.645672,-0.226657,0.94675,-0.26787,-0.178631,0.428403,0.055392,-0.130436,41.261963,-31.258392,-6.003967,,,,,,,
1532483337,1.389403,0.259282,1.433964,-2.037489,0.989558,-0.215037,0.950716,-0.256386,-0.17437,0.528471,0.129662,-0.03492,41.570374,-30.88147,-6.593628,,,,,,,
1532483337,1.404781,0.247654,1.468606,-1.61249,1.297875,-0.298046,0.95616,-0.24513,-0.160211,0.5571,0.093626,-0.058874,41.779419,-30.398315,-6.949158,,,,,,,
1532483337,1.422227,0.239972,1.498243,-1.444571,1.142745,-0.036241,0.960644,-0.237675,-0.143782,0.437885,-0.021022,-0.194124,41.987549,-30.006897,-6.80481,,,,,,,
1532483337,1.433076,0.238068,1.529161,-1.576331,0.756535,0.204549,0.962593,-0.235825,-0.133414,0.415169,-0.031356,-0.20495,41.950745,-29.975311,-6.777954,,,,,,,
1532483337,1.435383,0.239411,1.564349,-1.745464,0.42716,0.330008,0.962584,-0.23713,-0.13115,0.300493,0.002404,-0.13861,41.917664,-29.819183,-7.317932,,,,,,,
1532483337,1.433326,0.24049,1.602032,-1.853139,0.315573,0.284013,0.962058,-0.238179,-0.133094,0.269632,0.043996,-0.052987,41.77063,-29.928375,-7.991516,,,,,,,
1532483337,1.428491,0.242082,1.642083,-1.967238,0.172292,0.41877,0.961027,-0.239724,-0.13769,0.171771,0.025018,-0.006933,41.744385,-30.059174,-8.690613,,,,,,,
1532483337,1.418394,0.24712,1.686358,-2.177768,-0.064092,0.650494,0.958382,-0.244613,-0.147201,0.089165,0.021636,-0.009476,41.422668,-30.322174,-9.991943,,,,,,,
1532483337,1.402244,0.254568,1.734978,-2.315339,-0.2691,0.790942,0.954057,-0.251827,-0.162349,0.047515,0.069439,0.015773,40.992188,-30.266327,-11.284058,,,,,,,
1532483337,1.383358,0.262145,1.785212,-2.32719,-0.298932,0.80018,0.948919,-0.259153,-0.179977,0.032008,0.109159,0.057754,40.507568,-30.575378,-12.81012,,,,,,,
1532483337,1.366697,0.268102,1.834673,-2.271784,-0.093317,0.728656,0.94426,-0.264902,-0.195445,0.056381,0.115823,0.079096,40.064514,-30.462067,-14.203857,,,,,,,
1532483337,1.35453,0.271932,1.882534,-2.204449,0.081538,0.646526,0.940814,-0.268593,-0.206699,0.148129,0.139595,0.087498,39.379089,-30.445618,-15.458801,,,,,,,
1532483337,1.343541,0.275576,1.93028,-2.236995,0.090619,0.738673,0.937527,-0.272101,-0.216803,0.185078,0.148734,0.067481,39.149048,-30.42807,-16.471436,,,,,,,
1532483337,1.330136,0.281063,1.981075,-2.370316,-0.031437,0.875349,0.933072,-0.277377,-0.228992,0.116442,0.151751,0.023471,38.53479,-30.235016,-17.861877,,,,,,,
1532483337,1.312859,0.285867,2.033221,-2.352306,-0.185348,0.829086,0.927678,-0.281989,-0.244734,0.033061,0.13761,0.002455,37.989441,-29.805389,-19.37915,,,,,,,
1532483337,1.295481,0.289582,2.081877,-2.10562,-0.152869,0.787534,0.922271,-0.285552,-0.260532,-0.074172,0.114363,0.048999,37.587158,-29.532806,-20.686584,,,,,,,
1532483337,1.282427,0.294596,2.125159,-1.844,0.074754,0.852625,0.917407,-0.290354,-0.272137,-0.156848,0.102884,0.105664,37.020081,-29.441742,-21.918335,,,,,,,
1532483337,1.277043,0.301286,2.166838,-1.833698,0.524222,0.908295,0.914049,-0.296749,-0.276504,-0.197465,0.07896,0.099319,36.852661,-29.165894,-22.466431,,,,,,,
1532483337,1.279765,0.306462,2.209736,-1.92753,0.891479,0.778686,0.913314,-0.301688,-0.273571,-0.158187,0.082312,0.010814,36.487427,-28.921692,-23.044739,,,,,,,
1532483337,1.28344,0.308176,2.252822,-1.959545,0.752939,0.612416,0.913816,-0.303321,-0.270066,-0.066893,0.071418,-0.144546,36.350891,-28.80246,-23.304688,,,,,,,
1532483337,1.28127,0.307668,2.294841,-1.907585,0.377075,0.525135,0.913376,-0.302837,-0.272092,-0.033783,0.042812,-0.229114,36.057312,-28.233398,-24.02417,,,,,,,
1532483337,1.272458,0.307167,2.334442,-1.773114,0.066852,0.523665,0.911087,-0.302359,-0.280175,-0.019516,0.000281,-0.224586,36.119202,-27.788147,-24.789246,,,,,,,
1532483337,1.261676,0.306429,2.371998,-1.708585,0.021393,0.490428,0.908226,-0.301656,-0.290049,-0.021538,-0.032771,-0.164373,36.02594,-27.315186,-25.68866,,,,,,,
1532483337,1.251548,0.305125,2.408335,-1.643429,0.04601,0.477785,0.905615,-0.300412,-0.299356,-0.004156,-0.070911,-0.161002,35.666931,-26.626129,-26.381653,,,,,,,
1532483337,1.240806,0.305084,2.442162,-1.448517,-0.098569,0.540969,0.902358,-0.300373,-0.30907,0.041138,-0.099788,-0.188397,35.171814,-26.241058,-27.246216,,,,,,,
1532483337,1.226434,0.308785,2.470264,-1.042018,-0.410134,0.688796,0.896771,-0.303901,-0.321629,0.070377,-0.090828,-0.18066,34.726624,-25.650787,-27.976013,,,,,,,
1532483337,1.209536,0.319114,2.490752,-0.560285,-0.598599,0.909826,0.888225,-0.313725,-0.335609,0.032811,-0.070247,-0.11126,34.132629,-25.902283,-28.660034,,,,,,,
,,,,,,,,,,,,,,,,42.473853,-83.404936,243.732556,0.058886,-1,1532483337,
1532483337,1.191972,0.335618,2.505452,-0.270418,-0.635068,1.075213,0.877263,-0.329353,-0.349195,0.014812,-0.03579,-0.016284,33.357605,-26.30661,-29.195923,,,,,,,
1532483337,1.177188,0.353457,2.519578,-0.328111,-0.405512,1.07435,0.86644,-0.346144,-0.359815,0.047867,0.026014,0.087796,32.430115,-26.716156,-29.766235,,,,,,,
1532483337,1.166187,0.368784,2.537961,-0.607605,-0.13783,1.03062,0.857451,-0.360482,-0.367192,0.091691,0.064461,0.113622,31.87323,-27.186035,-30.301086,,,,,,,
1532483337,1.15449,0.381664,2.562043,-0.863647,-0.180902,1.060251,0.848781,-0.372465,-0.375288,0.105245,0.042158,0.058164,31.055603,-27.125153,-30.941895,,,,,,,
1532483337,1.138076,0.393325,2.590382,-1.006405,-0.349166,1.073021,0.838506,-0.383262,-0.387321,0.107661,0.032203,0.023216,30.254395,-27.688507,-31.300842,,,,,,,
1532483337,1.117535,0.402495,2.620979,-1.134593,-0.491417,0.985006,0.827179,-0.391715,-0.402906,0.091888,0.049735,0.048353,29.716553,-27.343323,-32.213989,,,,,,,
1532483337,1.092517,0.40694,2.654793,-1.432272,-0.652845,0.849375,0.815288,-0.395801,-0.422666,0.098302,0.027225,0.026426,28.747253,-27.14798,-33.129639,,,,,,,
1532483337,1.058505,0.404152,2.696525,-1.980017,-1.077573,0.777505,0.801402,-0.393239,-0.450686,0.093023,-0.035563,-0.061369,27.659546,-26.374725,-34.505371,,,,,,,
1532483337,1.007957,0.394652,2.748127,-2.450296,-1.820763,0.854387,0.780732,-0.384487,-0.492573,0.058105,-0.061879,-0.105831,26.20282,-25.294189,-36.237671,,,,,,,
1532483337,0.941217,0.382838,2.804502,-2.464079,-2.53516,1.064595,0.749763,-0.373554,-0.54618,0.045693,-0.077267,-0.074364,23.98175,-23.707733,-38.430481,,,,,,,
1532483337,0.863681,0.375164,2.857767,-1.976642,-3.134273,1.344348,0.707363,-0.366425,-0.604459,0.050312,-0.110077,-0.051425,21.353821,-22.472076,-40.41272,,,,,,,
1532483337,0.775903,0.375721,2.903962,-1.322667,-3.803977,1.544506,0.651506,-0.366944,-0.663997,0.074873,-0.058517,-0.031758,17.735474,-21.404602,-42.419434,,,,,,,
1532483337,0.682173,0.379656,2.942439,-0.925456,-4.036449,1.37633,0.585586,-0.370601,-0.720933,0.129853,0.023509,0.04361,13.768433,-20.857208,-44.059753,,,,,,,
1532483337,0.592712,0.380522,2.972613,-0.739483,-3.842098,1.032184,0.518656,-0.371405,-0.7701,0.08251,-0.000635,0.09406,9.734375,-20.045135,-45.092041,,,,,,,
1532483337,0.511573,0.379415,2.995375,-0.505398,-3.533328,0.7895,0.454734,-0.370377,-0.809962,0.039727,-0.026626,0.12472,5.831909,-19.741058,-45.85199,,,,,,,
1532483337,0.439953,0.380819,3.010939,-0.120325,-3.165103,0.614559,0.395386,-0.371681,-0.839954,0.025634,-0.004006,0.160694,2.552917,-19.415833,-46.197327,,,,,,,
1532483337,0.379556,0.38606,3.020337,0.151819,-2.66202,0.436303,0.343239,-0.376542,-0.860467,-0.02581,-0.011169,0.18879,-0.485168,-19.410828,-46.084412,,,,,,,
1532483337,0.331676,0.392804,3.024382,0.317419,-2.133315,0.201047,0.300828,-0.38278,-0.873488,-0.048311,-0.020876,0.20465,-2.676331,-19.460358,-45.879517,,,,,,,
1532483338,0.296301,0.401471,3.022485,0.511729,-1.643931,-0.029673,0.268768,-0.390772,-0.880375,-0.032501,-0.035924,0.198872,-4.531433,-20.034637,-45.627441,,,,,,,
1532483338,0.269423,0.412393,3.017164,0.639344,-1.377639,-0.093311,0.243861,-0.400803,-0.883113,-0.03924,-0.059769,0.136623,-6.114624,-20.674255,-45.134094,,,,,,,
1532483338,0.245556,0.425199,3.011527,0.706157,-1.303164,-0.08225,0.22145,-0.412502,-0.88363,-0.016173,-0.040089,0.084772,-7.123779,-21.088165,-44.671143,,,,,,,
1532483338,0.221103,0.437615,3.006599,0.597408,-1.341655,-0.072526,0.19864,-0.423781,-0.883715,-0.005585,-0.034044,0.044634,-8.278625,-21.944031,-44.078857,,,,,,,
1532483338,0.195887,0.445408,3.002917,0.295305,-1.352691,-0.088216,0.175647,-0.430827,-0.885176,0.008816,-0.059087,0.023772,-9.383301,-21.954163,-43.779114,,,,,,,
1532483338,0.169322,0.447009,3.000565,0.00142,-1.414834,-0.08486,0.151957,-0.43227,-0.888848,0.0286,-0.065548,0.020761,-10.568726,-22.057007,-43.382141,,,,,,,
1532483338,0.141272,0.445849,2.999264,-0.046948,-1.447994,-0.05814,0.127039,-0.431224,-0.893256,0.037863,-0.03066,0.060874,-11.921265,-22.259735,-42.948608,,,,,,,
1532483338,0.113039,0.445863,2.997641,0.046336,-1.452991,-0.093894,0.101771,-0.431236,-0.896481,0.034505,0.006188,0.101422,-13.271851,-22.286774,-42.639771,,,,,,,
1532483338,0.086744,0.446893,2.993786,0.065538,-1.358815,-0.218751,0.078127,-0.432166,-0.898403,0.026289,0.027015,0.131527,-14.231689,-22.283264,-42.17926,,,,,,,
1532483338,0.064721,0.447557,2.987268,0.058932,-1.179669,-0.334023,0.058305,-0.432764,-0.89962,0.001997,0.013269,0.138298,-15.290283,-22.553619,-41.717957,,,,,,,
1532483338,0.047649,0.449048,2.978905,0.124594,-0.949682,-0.385024,0.042909,-0.434108,-0.899838,-0.007218,0.007778,0.13435,-16.088989,-22.569489,-41.337097,,,,,,,
1532483338,0.03561,0.452243,2.970839,0.204389,-0.689315,-0.335547,0.032024,-0.436984,-0.898899,-0.008144,0.000552,0.113193,-16.705505,-22.955139,-41.020874,,,,,,,
1532483338,0.027261,0.456854,2.963722,0.259083,-0.512877,-0.307137,0.024462,-0.441127,-0.897111,0.013852,0.027064,0.090471,-17.09259,-23.170959,-40.75293,,,,,,,
1532483338,0.021586,0.46279,2.955893,0.34141,-0.443259,-0.388483,0.019314,-0.446447,-0.894602,0.035862,0.059056,0.084879,-17.170044,-23.625397,-40.545227,,,,,,,
1532483338,0.018337,0.471077,2.945009,0.481196,-0.380723,-0.526416,0.016339,-0.453846,-0.89093,0.048663,0.074772,0.096771,-17.123291,-23.823517,-40.094116,,,,,,,
1532483338,0.018483,0.481744,2.932154,0.569234,-0.213436,-0.575233,0.016378,-0.463326,-0.886037,0.035883,0.057671,0.110661,-17.119629,-24.635773,-39.975464,,,,,,,
1532483338,0.022598,0.49246,2.919526,0.525635,-0.03618,-0.52821,0.019911,-0.472795,-0.880947,0.024477,0.036668,0.081921,-17.058533,-25.115204,-39.741028,,,,,,,
1532483338,0.027811,0.501532,2.908552,0.430325,0.010036,-0.441172,0.024383,-0.480769,-0.876508,0.019593,0.031535,0.048307,-16.709229,-25.835602,-39.293823,,,,,,,
1532483338,0.03209,0.509081,2.899232,0.381411,-0.0339,-0.383636,0.028016,-0.487375,-0.872743,0.017287,0.050547,0.014772,-16.620239,-26.544952,-39.020447,,,,,,,
1532483338,0.0353,0.517061,2.889933,0.449972,-0.085791,-0.404061,0.030679,-0.494327,-0.868734,0.024543,0.076145,0.004782,-16.322266,-26.54834,-38.859375,,,,,,,
1532483338,0.038727,0.526992,2.87966,0.547563,-0.081201,-0.44289,0.033465,-0.502936,-0.863676,0.022062,0.079947,0.000059,-16.306763,-27.223083,-38.333862,,,,,,,
1532483338,0.04332,0.537553,2.868332,0.538601,-0.047023,-0.47907,0.037199,-0.512035,-0.858159,0.011965,0.075359,-0.001415,-16.321106,-28.036194,-38.040344,,,,,,,
1532483338,0.049122,0.54685,2.856639,0.452332,0.019829,-0.481222,0.041942,-0.52,-0.853136,0.003453,0.066005,0.010302,-15.801453,-28.407318,-37.973816,,,,,,,
1532483338,0.057746,0.553749,2.844857,0.337444,0.193014,-0.49609,0.049089,-0.52588,-0.849141,0.002958,0.069749,0.016683,-15.48407,-28.881165,-37.713135,,,,,,,
1532483338,0.072089,0.55905,2.832208,0.30061,0.536555,-0.537564,0.061062,-0.530381,-0.845558,0.00269,0.086503,0.032264,-14.929932,-29.179474,-37.526123,,,,,,,
1532483338,0.097729,0.56451,2.817655,0.344517,1.146303,-0.64132,0.082435,-0.535002,-0.840819,-0.009269,0.099486,0.057204,-13.782043,-29.52243,-37.605286,,,,,,,
1532483338,0.139741,0.569301,2.799606,0.318665,1.928354,-0.782629,0.117318,-0.539043,-0.834067,-0.025628,0.100658,0.063636,-12.210388,-30.366699,-37.857056,,,,,,,
1532483338,0.197411,0.570726,2.780133,0.10756,2.613849,-0.801834,0.165046,-0.540243,-0.825165,-0.017142,0.080114,0.085617,-9.869019,-30.698547,-38.260376,,,,,,,
1532483338,0.265112,0.564864,2.761529,-0.233012,3.043253,-0.891546,0.221316,-0.535301,-0.815152,0.009961,0.132911,0.10722,-7.105225,-30.612,-38.847046,,,,,,,
1532483338,0.339059,0.550313,2.741043,-0.553356,3.211925,-1.145151,0.283495,-0.522954,-0.803834,0.029997,0.175161,0.100709,-4.276917,-30.676117,-39.320374,,,,,,,
1532483338,0.414641,0.528237,2.718978,-0.740628,3.215969,-1.388868,0.34795,-0.504012,-0.790508,0.002331,0.228621,0.098003,-0.784607,-30.306671,-39.754822,,,,,,,
1532483338,0.48832,0.499624,2.694836,-0.891474,3.032187,-1.694686,0.411796,-0.479095,-0.775172,-0.026069,0.28743,0.087748,2.907104,-29.556915,-40.41156,,,,,,,
1532483338,0.557031,0.465887,2.670782,-0.933468,2.802859,-1.775328,0.472325,-0.449215,-0.758363,-0.071049,0.235668,0.053239,6.200867,-28.617004,-40.748108,,,,,,,
,,,,,,,,,,,,,,,,42.473852,-83.404938,243.712856,0.059976,182.255074,1532483338,
1532483338,0.617571,0.434088,2.651326,-0.757576,2.481704,-1.474828,0.525352,-0.420583,-0.739673,-0.10691,0.152822,0.004733,9.346924,-27.700378,-40.576416,,,,,,,
1532483338,0.663203,0.413392,2.640292,-0.398245,1.733318,-0.696415,0.563785,-0.401718,-0.721644,-0.154574,0.020614,-0.08904,11.516235,-27.140076,-40.714539,,,,,,,
1532483338,0.685898,0.406094,2.640829,-0.315274,0.823264,0.004218,0.581856,-0.395024,-0.710914,-0.125771,-0.022929,-0.145074,12.664185,-27.230713,-40.633911,,,,,,,
1532483338,0.693919,0.397146,2.648328,-0.767178,0.503184,-0.132627,0.589777,-0.386788,-0.708913,0.001134,0.118538,-0.115886,13.155334,-26.416962,-40.846375,,,,,,,
1532483338,0.702468,0.375316,2.6548,-1.118386,0.600894,-0.678854,0.601129,-0.366567,-0.710122,0.060355,0.21082,-0.083168,13.701172,-25.706696,-41.153625,,,,,,,
1532483338,0.71824,0.348973,2.653199,-0.777197,0.874122,-1.013653,0.618395,-0.341933,-0.70758,0.005094,0.140761,-0.006852,15.032837,-24.681244,-41.562744,,,,,,,
1532483338,0.742754,0.331898,2.641948,0.029478,1.140579,-0.885065,0.63941,-0.325838,-0.696408,-0.03948,0.014925,0.00221,16.664368,-24.243439,-41.282532,,,,,,,
1532483338,0.773353,0.329396,2.625832,0.624788,1.357587,-0.487624,0.660984,-0.323472,-0.677101,0.016339,-0.055679,-0.002235,17.982666,-24.114136,-40.643982,,,,,,,
1532483338,0.808927,0.335991,2.610013,0.818484,1.632962,-0.200869,0.683089,-0.329705,-0.651678,0.091722,-0.058967,-0.023142,19.336487,-24.753143,-39.893982,,,,,,,
1532483338,0.849768,0.346089,2.593926,0.968143,1.861428,-0.126973,0.70659,-0.339221,-0.621015,0.116134,-0.035092,-0.028247,20.892212,-25.301117,-38.902832,,,,,,,
1532483338,0.894841,0.357953,2.573929,1.183927,1.925755,-0.168875,0.730663,-0.350358,-0.585987,0.115498,-0.047378,-0.057537,22.45636,-26.163147,-37.590027,,,,,,,
1532483338,0.938431,0.369446,2.551532,1.133115,1.662027,-0.172104,0.752206,-0.361098,-0.551174,0.116477,-0.078019,-0.094242,23.775269,-27.066528,-36.044861,,,,,,,
1532483338,0.971387,0.377685,2.534764,0.68788,1.154819,-0.078715,0.767476,-0.368769,-0.524393,0.119303,-0.104375,-0.105642,24.815552,-27.544586,-35.265076,,,,,,,
1532483338,0.990337,0.380572,2.528853,0.08664,0.657067,-0.014475,0.776381,-0.371452,-0.50917,0.109498,-0.096703,-0.112503,25.082031,-27.683136,-34.505798,,,,,,,
1532483338,0.996421,0.377663,2.532757,-0.400084,0.218423,-0.044944,0.780369,-0.368749,-0.505023,0.052166,-0.069148,-0.101835,25.579285,-27.401581,-34.884399,,,,,,,
1532483338,0.992485,0.369467,2.541294,-0.616577,-0.189522,-0.182604,0.780879,-0.361119,-0.509725,0.011448,-0.027996,-0.091593,25.703857,-26.972382,-35.017212,,,,,,,
1532483338,0.982427,0.358424,2.548981,-0.583136,-0.457843,-0.311178,0.778983,-0.350798,-0.519735,-0.027412,-0.024797,-0.080866,25.568726,-26.608704,-35.30719,,,,,,,
1532483339,0.97043,0.346676,2.554256,-0.517225,-0.515974,-0.361493,0.776039,-0.339774,-0.531335,-0.042335,-0.046732,-0.066794,25.122559,-25.813385,-36.011414,,,,,,,
1532483339,0.959627,0.33558,2.558857,-0.482164,-0.421573,-0.30294,0.773295,-0.329317,-0.541817,-0.022867,-0.063154,-0.047539,25.079224,-25.227692,-36.506042,,,,,,,
1532483339,0.951856,0.3272,2.563552,-0.374144,-0.248781,-0.160799,0.771281,-0.321393,-0.549392,-0.008204,-0.080127,-0.034837,25.14502,-25.026764,-36.781433,,,,,,,
1532483339,0.948107,0.323129,2.566136,-0.110842,-0.09252,-0.067289,0.770273,-0.317535,-0.553038,-0.021997,-0.076264,-0.033845,25.066162,-24.81955,-36.793579,,,,,,,
1532483339,0.947836,0.322854,2.563983,0.169523,-0.04095,-0.087957,0.770193,-0.317275,-0.553298,-0.043311,-0.066911,-0.039399,24.937744,-24.871826,-36.902954,,,,,,,
1532483339,0.948731,0.323571,2.558534,0.239781,-0.033122,-0.146388,0.770503,-0.317955,-0.552475,-0.055354,-0.065453,-0.047821,24.957642,-24.891449,-36.750977,,,,,,,
1532483339,0.950352,0.323071,2.552933,0.167114,0.007387,-0.19317,0.771527,-0.31748,-0.551318,-0.059903,-0.074045,-0.041486,25.042847,-24.663116,-36.613098,,,,,,,
1532483339,0.952042,0.321209,2.548605,0.082082,0.016863,-0.20198,0.772938,-0.315714,-0.550355,-0.08025,-0.082265,-0.037185,25.057556,-24.950836,-36.590515,,,,,,,
1532483339,0.952886,0.318784,2.544791,0.077037,-0.049004,-0.214107,0.774024,-0.313412,-0.550145,-0.101874,-0.084018,-0.038448,25.273499,-24.728516,-36.662048,,,,,,,
1532483339,0.95181,0.315919,2.540335,0.094166,-0.15714,-0.272932,0.77416,-0.31069,-0.551496,-0.123678,-0.083689,-0.041201,25.121887,-24.810883,-36.485229,,,,,,,
1532483339,0.950199,0.311708,2.534292,0.120886,-0.168212,-0.396064,0.774328,-0.306685,-0.553498,-0.127172,-0.071962,-0.029327,25.270813,-24.78653,-36.646545,,,,,,,
1532483339,0.950023,0.305936,2.526045,0.171912,-0.1006,-0.513076,0.775658,-0.301186,-0.554655,-0.129173,-0.082298,-0.01404,25.282837,-24.654175,-36.627502,,,,,,,
1532483339,0.95237,0.299838,2.515321,0.280381,-0.003414,-0.569362,0.778439,-0.295366,-0.553887,-0.12193,-0.107344,-0.010871,25.835144,-24.527649,-36.554688,,,,,,,
1532483339,0.957065,0.294705,2.502002,0.433025,0.070302,-0.594157,0.78226,-0.290458,-0.551093,-0.100375,-0.123116,-0.016214,26.293213,-24.6315,-36.40387,,,,,,,
1532483339,0.96448,0.291068,2.485713,0.592906,0.184383,-0.609046,0.787188,-0.286975,-0.545875,-0.07001,-0.130887,-0.016564,26.666992,-24.746826,-36.07843,,,,,,,
1532483339,0.974466,0.288749,2.466803,0.731367,0.257987,-0.614909,0.793148,-0.284753,-0.53836,-0.045009,-0.143439,-0.021363,27.133118,-24.771149,-35.484924,,,,,,,
1532483339,0.986063,0.287955,2.446213,0.830647,0.307913,-0.572557,0.799526,-0.283992,-0.52925,-0.02142,-0.156408,-0.023408,27.537537,-25.086945,-34.972961,,,,,,,
1532483339,0.997375,0.288654,2.425921,0.823619,0.250029,-0.475002,0.805295,-0.284663,-0.520065,-0.006497,-0.161779,-0.031678,28.052429,-25.195984,-34.702393,,,,,,,
1532483339,1.005843,0.29024,2.407316,0.779728,0.106057,-0.395525,0.809288,-0.286182,-0.512985,0.009102,-0.151028,-0.035569,28.376038,-25.83316,-33.921875,,,,,,,
1532483339,1.01087,0.29211,2.389474,0.771172,-0.083255,-0.38384,0.811401,-0.287973,-0.508625,0.01091,-0.124579,-0.039761,28.754517,-26.006836,-33.706543,,,,,,,
1532483339,1.010305,0.293251,2.371886,0.721003,-0.414871,-0.419344,0.810835,-0.289066,-0.508908,-0.003783,-0.105908,-0.056369,28.907471,-26.1203,-33.513855,,,,,,,
1532483339,1.00291,0.292854,2.355088,0.644579,-0.717722,-0.476432,0.807146,-0.288686,-0.514952,-0.022722,-0.085749,-0.043566,28.544373,-26.428589,-33.510437,,,,,,,
1532483339,0.991561,0.29101,2.338018,0.649371,-0.85873,-0.557987,0.801694,-0.28692,-0.524369,-0.041608,-0.06536,-0.006469,28.316101,-26.384949,-33.616943,,,,,,,
1532483339,0.97986,0.288762,2.318591,0.764878,-0.854946,-0.645506,0.796038,-0.284766,-0.534071,-0.058565,-0.056329,0.014922,27.876526,-26.573639,-33.781677,,,,,,,
1532483339,0.969609,0.287076,2.295652,0.929147,-0.843694,-0.721534,0.790916,-0.283149,-0.542475,-0.082542,-0.04873,0.005564,27.695496,-26.911163,-33.722534,,,,,,,
1532483339,0.960011,0.286193,2.268161,1.150767,-0.89911,-0.844867,0.785878,-0.282302,-0.550183,-0.103306,-0.028794,-0.02286,27.57312,-26.938965,-33.472717,,,,,,,
1532483339,0.950578,0.2853,2.234971,1.348057,-0.967,-1.035747,0.780857,-0.281446,-0.557718,-0.115467,-0.026751,-0.056448,27.51709,-27.362885,-33.251099,,,,,,,
1532483339,0.941897,0.283201,2.197625,1.408038,-0.933291,-1.175142,0.776462,-0.279431,-0.564822,-0.097675,-0.035404,-0.087949,27.420349,-27.573425,-33.067078,,,,,,,
1532483339,0.934843,0.281016,2.161237,1.295404,-0.826561,-1.075308,0.772948,-0.277332,-0.570647,-0.085281,-0.093258,-0.107774,27.473694,-27.743652,-32.847229,,,,,,,
1532483339,0.927135,0.279142,2.1297,1.091808,-0.834939,-0.944544,0.768941,-0.275531,-0.576898,-0.015356,-0.114071,-0.152853,27.470032,-28.010162,-32.740967,,,,,,,
1532483339,0.918431,0.276143,2.099464,1.10789,-0.851344,-1.067879,0.764544,-0.272647,-0.584069,0.113874,-0.030301,-0.195976,27.653503,-28.085236,-32.533447,,,,,,,
1532483339,0.911776,0.27347,2.063118,1.442021,-0.863859,-1.232796,0.761214,-0.270074,-0.589588,0.166719,-0.013251,-0.228131,27.660278,-28.55127,-32.338684,,,,,,,
